dataset,model,defense,metric,mean,std,ci_low,ci_high,n_seeds
PubMed,GraphSAGE,gtd,lira_tpr_at_0.01_fpr,0.01012,0.0006534523701081816,0.009659999999999998,0.010641,5
PubMed,GraphSAGE,label_smoothing,test_accuracy,0.8761000000000001,0.003797367509209496,0.87318,0.8790199999999999,5
PubMed,GraphSAGE,label_smoothing,conf_attack_auc,0.51166,0.0051271824621325875,0.5075,0.5154259999999999,5
PubMed,GraphSAGE,label_smoothing,lira_attack_auc,0.50418,0.0022742031571519918,0.5024784999999999,0.506162,5
PubMed,GraphSAGE,label_smoothing,ece_test,0.09606,0.00580585910955476,0.09241999999999999,0.10125999999999999,5
PubMed,GraphSAGE,label_smoothing,lira_tpr_at_0.01_fpr,0.0119,0.0014679918255903197,0.01076,0.013000000000000001,5
PubMed,GraphSAGE,lbp,test_accuracy,0.76364,0.003353058305487728,0.76066,0.7659600000000001,5
PubMed,GraphSAGE,lbp,conf_attack_auc,0.50822,0.004604562954287807,0.50466,0.5118599999999999,5
PubMed,GraphSAGE,lbp,lira_attack_auc,0.50508,0.0029617562357493,0.5028965,0.50732,5
PubMed,GraphSAGE,lbp,ece_test,0.07296,0.006321234056732907,0.067138,0.07759999999999999,5
PubMed,GraphSAGE,lbp,lira_tpr_at_0.01_fpr,0.01182,0.0010663020210053057,0.0110395,0.0127,5
PubMed,GraphSAGE,none,test_accuracy,0.8745800000000001,0.003930903204099507,0.8715400000000001,0.8779399999999999,5
PubMed,GraphSAGE,none,conf_attack_auc,0.50872,0.005626455367280542,0.5043599999999999,0.51298,5
PubMed,GraphSAGE,none,lira_attack_auc,0.5057,0.0020916500663351843,0.5042585,0.50758,5
PubMed,GraphSAGE,none,ece_test,0.033699999999999994,0.00515363949069005,0.02998,0.037959999999999994,5
PubMed,GraphSAGE,none,lira_tpr_at_0.01_fpr,0.01124,0.001795271567200907,0.0097,0.0125,5
PubMed,GraphSAGE,sami,test_accuracy,0.8648999999999999,0.002981610303175109,0.86256,0.8672000000000001,5
