dataset,model,defense,defense_params,seed,config_hash,homophily,density,test_accuracy,train_accuracy,gen_gap,test_f1,test_auroc,conf_attack_auc,conf_attack_acc,threshold_attack_auc,threshold_attack_acc,conf_tpr_at_0.001_fpr,conf_tpr_at_0.01_fpr,shadow_attack_auc,shadow_attack_acc,lira_attack_auc,lira_attack_acc,lira_tpr_at_0.001_fpr,lira_tpr_at_0.01_fpr,ece_test,train_seconds,dp_epsilon
Cora,GraphSAGE,sami_no_gate,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",1024,eac9960f8ba0,0.81,0.00144,0.879,0.9935,0.1145,0.8619,0.9519,0.5584,0.5559,0.5725,0.5392,0.0,0.0,0.5626,0.5582,0.5443,0.5388,0.0139,0.0249,0.0919,2.2783,
Cora,GraphSAGE,sami_temp_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""beta"": 1.5, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",42,eac9960f8ba0,0.81,0.00144,0.8855,1.0,0.1145,0.8816,0.9849,0.6246,0.6187,0.6155,0.5614,0.0,0.0065,0.6362,0.6196,0.552,0.5374,0.012,0.0314,0.0206,0.9148,
Cora,GraphSAGE,sami_temp_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""beta"": 1.5, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",123,eac9960f8ba0,0.81,0.00144,0.868,1.0,0.132,0.8559,0.9826,0.6335,0.6168,0.6245,0.5734,0.0018,0.0157,0.6273,0.6159,0.5686,0.5448,0.0074,0.0332,0.0194,0.8694,
Cora,GraphSAGE,sami_temp_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""beta"": 1.5, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",456,eac9960f8ba0,0.81,0.00144,0.8837,1.0,0.1163,0.8778,0.9877,0.6326,0.615,0.6253,0.5734,0.0028,0.0259,0.6257,0.614,0.5401,0.5319,0.0102,0.0222,0.0251,0.8695,
Cora,GraphSAGE,sami_temp_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""beta"": 1.5, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",789,eac9960f8ba0,0.81,0.00144,0.8818,1.0,0.1182,0.8643,0.9892,0.611,0.6057,0.6342,0.5854,0.0028,0.0129,0.6395,0.6205,0.5509,0.5416,0.0055,0.036,0.0238,1.988,
Cora,GraphSAGE,sami_temp_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""beta"": 1.5, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",1024,eac9960f8ba0,0.81,0.00144,0.8726,1.0,0.1274,0.857,0.9856,0.622,0.6196,0.625,0.5753,0.0065,0.0175,0.6389,0.62,0.5609,0.5545,0.0074,0.0332,0.018,1.2559,
Cora,GraphSAGE,advreg,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",42,eac9960f8ba0,0.81,0.00144,0.891,1.0,0.109,0.8878,0.9814,0.62,0.614,0.6043,0.5563,0.0,0.0083,0.6043,0.6066,0.5438,0.5305,0.0231,0.0286,0.0505,2.4975,
Cora,GraphSAGE,advreg,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",123,eac9960f8ba0,0.81,0.00144,0.8717,1.0,0.1283,0.8609,0.9798,0.6189,0.5937,0.613,0.5549,0.0028,0.0166,0.6128,0.602,0.5592,0.5374,0.0129,0.0259,0.0557,3.801,
Cora,GraphSAGE,advreg,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",456,eac9960f8ba0,0.81,0.00144,0.8873,1.0,0.1127,0.879,0.9864,0.6198,0.6122,0.6147,0.5614,0.0,0.0166,0.6147,0.609,0.5192,0.518,0.0092,0.0259,0.0488,2.4852,
Cora,GraphSAGE,advreg,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",789,eac9960f8ba0,0.81,0.00144,0.8809,1.0,0.1191,0.8662,0.988,0.6026,0.6048,0.6213,0.5762,0.0,0.0203,0.6211,0.602,0.5421,0.5319,0.0065,0.0305,0.0511,2.3588,
Cora,GraphSAGE,advreg,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",1024,eac9960f8ba0,0.81,0.00144,0.8809,1.0,0.1191,0.8698,0.9827,0.6111,0.6113,0.6119,0.5577,0.0065,0.0259,0.6119,0.5993,0.5519,0.5457,0.0092,0.0259,0.0478,2.3698,
synthetic_low_sparse,GCN,sami_no_lte,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",42,eac9960f8ba0,0.2982,0.005,0.6875,0.8562,0.1687,0.6876,0.8789,0.5703,0.5875,0.5796,0.5375,0.0,0.0,0.5429,0.5594,0.5458,0.5281,0.0187,0.0187,0.0645,0.2512,
synthetic_low_sparse,GCN,sami_no_lte,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",123,eac9960f8ba0,0.2982,0.005,0.7375,0.8438,0.1062,0.7391,0.8991,0.5606,0.5563,0.576,0.5437,0.0,0.0,0.5312,0.4906,0.4884,0.4938,0.0125,0.0187,0.1253,0.203,
synthetic_low_sparse,GCN,sami_no_lte,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",456,eac9960f8ba0,0.2982,0.005,0.7063,0.85,0.1437,0.7013,0.8825,0.6268,0.575,0.5958,0.5625,0.0,0.0,0.5124,0.4969,0.4687,0.5125,0.0063,0.025,0.1075,0.206,
synthetic_low_sparse,GCN,sami_no_lte,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",789,eac9960f8ba0,0.2982,0.005,0.675,0.7875,0.1125,0.677,0.8745,0.5438,0.5,0.5817,0.5687,0.0,0.0,0.4174,0.4656,0.4625,0.4688,0.0,0.0063,0.0722,0.2075,
synthetic_low_sparse,GCN,sami_no_lte,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",1024,eac9960f8ba0,0.2982,0.005,0.6188,0.875,0.2562,0.6139,0.8146,0.6249,0.6062,0.6372,0.575,0.0,0.0,0.5018,0.5094,0.5198,0.525,0.0,0.0,0.0899,0.272,
synthetic_low_sparse,GCN,sami_no_adv,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",42,eac9960f8ba0,0.2982,0.005,0.7625,0.9187,0.1562,0.7625,0.9209,0.5764,0.6125,0.6082,0.5625,0.0,0.0,0.5921,0.5875,0.5236,0.5188,0.0187,0.025,0.0502,0.0864,
synthetic_low_sparse,GCN,sami_no_adv,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",123,eac9960f8ba0,0.2982,0.005,0.8125,0.9375,0.125,0.8109,0.9359,0.5811,0.5437,0.5893,0.5437,0.0,0.0,0.5689,0.5344,0.481,0.4781,0.0187,0.0187,0.0966,0.0843,
synthetic_low_sparse,GCN,sami_no_adv,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",456,eac9960f8ba0,0.2982,0.005,0.7875,0.9125,0.125,0.7861,0.9368,0.6143,0.5687,0.5955,0.5563,0.0,0.0,0.5199,0.4938,0.5067,0.5281,0.0,0.025,0.0795,0.0864,
synthetic_low_sparse,GCN,sami_no_adv,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",789,eac9960f8ba0,0.2982,0.005,0.7688,0.8812,0.1125,0.7695,0.9174,0.574,0.55,0.598,0.5687,0.0,0.0,0.5208,0.4844,0.4613,0.4656,0.0,0.0063,0.0664,0.0858,
synthetic_low_sparse,GCN,sami_no_adv,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",1024,eac9960f8ba0,0.2982,0.005,0.6813,0.95,0.2687,0.6786,0.8832,0.6288,0.5875,0.6467,0.5813,0.0,0.0,0.5546,0.5437,0.5446,0.55,0.0063,0.0063,0.0721,0.0834,
synthetic_low_sparse,GCN,sami_no_gate,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",42,eac9960f8ba0,0.2982,0.005,0.725,0.9062,0.1813,0.7248,0.9222,0.5661,0.5687,0.5923,0.55,0.0,0.0,0.5761,0.5563,0.5252,0.5156,0.0187,0.025,0.0853,0.1375,
synthetic_low_sparse,GCN,sami_no_gate,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",123,eac9960f8ba0,0.2982,0.005,0.8313,0.9313,0.1,0.8313,0.9452,0.5174,0.4813,0.5666,0.5312,0.0,0.0,0.5511,0.5188,0.4759,0.4688,0.0187,0.0187,0.0884,0.1369,
synthetic_low_sparse,GCN,sami_no_gate,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",456,eac9960f8ba0,0.2982,0.005,0.775,0.9125,0.1375,0.7735,0.9337,0.6057,0.4875,0.5751,0.5437,0.0,0.0,0.519,0.4906,0.4989,0.5281,0.0,0.025,0.0882,0.1459,
synthetic_low_sparse,GCN,sami_no_gate,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",789,eac9960f8ba0,0.2982,0.005,0.7562,0.875,0.1188,0.7571,0.9198,0.5893,0.5687,0.6068,0.575,0.0,0.0,0.4934,0.4719,0.4767,0.4781,0.0,0.0063,0.0485,0.1391,
synthetic_low_sparse,GCN,sami_no_gate,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",1024,eac9960f8ba0,0.2982,0.005,0.6937,0.9375,0.2438,0.6909,0.8779,0.6198,0.5687,0.64,0.5813,0.0,0.0,0.5278,0.5469,0.5284,0.5563,0.0063,0.0063,0.0834,0.1361,
synthetic_low_sparse,GCN,sami_temp_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""beta"": 1.5, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",42,eac9960f8ba0,0.2982,0.005,0.75,0.9437,0.1937,0.7477,0.9709,0.6398,0.5813,0.56,0.55,0.0,0.0,0.5797,0.5281,0.5067,0.4969,0.0125,0.025,0.059,0.0511,
synthetic_low_sparse,GCN,sami_temp_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""beta"": 1.5, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",123,eac9960f8ba0,0.2982,0.005,0.8313,0.9625,0.1312,0.8294,0.982,0.4937,0.4625,0.5266,0.5062,0.0312,0.0375,0.5611,0.5219,0.4896,0.4906,0.0063,0.0125,0.0315,0.0447,
synthetic_low_sparse,GCN,sami_temp_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""beta"": 1.5, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",456,eac9960f8ba0,0.2982,0.005,0.7875,0.9688,0.1813,0.7858,0.9707,0.662,0.475,0.5726,0.4938,0.025,0.0312,0.5351,0.5437,0.4928,0.5437,0.0,0.0063,0.0611,0.0451,
synthetic_low_sparse,GCN,sami_temp_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""beta"": 1.5, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",789,eac9960f8ba0,0.2982,0.005,0.7375,0.9313,0.1937,0.7366,0.9604,0.5556,0.6,0.5978,0.5687,0.0,0.0187,0.5159,0.4813,0.4991,0.4969,0.0,0.0187,0.0282,0.0707,
synthetic_low_sparse,GCN,sami_temp_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""beta"": 1.5, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",1024,eac9960f8ba0,0.2982,0.005,0.725,0.9563,0.2313,0.7214,0.9532,0.626,0.6125,0.6334,0.5813,0.0,0.025,0.5285,0.5344,0.5515,0.55,0.0375,0.0375,0.0914,0.0439,
synthetic_low_sparse,GCN,advreg,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",42,eac9960f8ba0,0.2982,0.005,0.7375,0.9563,0.2188,0.7373,0.9714,0.6348,0.5687,0.559,0.525,0.0,0.0,0.5319,0.5062,0.497,0.4781,0.0187,0.0312,0.1392,0.135,
synthetic_low_sparse,GCN,advreg,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",123,eac9960f8ba0,0.2982,0.005,0.8438,0.9437,0.1,0.8434,0.9799,0.6409,0.6,0.5103,0.4813,0.0,0.0,0.4871,0.5125,0.4954,0.4875,0.0125,0.0125,0.0866,0.1346,
synthetic_low_sparse,GCN,advreg,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",456,eac9960f8ba0,0.2982,0.005,0.7875,0.9437,0.1562,0.7855,0.968,0.6328,0.4875,0.5714,0.5188,0.0,0.0,0.5307,0.5281,0.4821,0.5344,0.0,0.0125,0.1038,0.1355,
synthetic_low_sparse,GCN,advreg,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",789,eac9960f8ba0,0.2982,0.005,0.725,0.925,0.2,0.727,0.9572,0.5506,0.5813,0.5955,0.55,0.0,0.0,0.4895,0.4688,0.4757,0.4562,0.0,0.0,0.1279,0.1369,
synthetic_low_sparse,GCN,advreg,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",1024,eac9960f8ba0,0.2982,0.005,0.7,0.9437,0.2438,0.6966,0.9488,0.6046,0.625,0.6368,0.575,0.025,0.0375,0.5216,0.4688,0.5535,0.5594,0.0375,0.0375,0.1336,0.3422,
synthetic_low_sparse,GraphSAGE,sami_no_lte,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",42,eac9960f8ba0,0.2982,0.005,0.9062,0.9,-0.0062,0.905,0.9808,0.4907,0.4938,0.4827,0.4688,0.0,0.0,0.437,0.4938,0.5045,0.4844,0.0,0.0187,0.2046,0.1988,
synthetic_low_sparse,GraphSAGE,sami_no_lte,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",123,eac9960f8ba0,0.2982,0.005,0.8938,0.9187,0.025,0.8964,0.9895,0.5351,0.5375,0.5307,0.5062,0.0,0.0,0.5168,0.5281,0.5179,0.5281,0.0,0.0125,0.1985,0.1987,
synthetic_low_sparse,GraphSAGE,sami_no_lte,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",456,eac9960f8ba0,0.2982,0.005,0.9125,0.9,-0.0125,0.9071,0.9808,0.5191,0.4813,0.5286,0.5312,0.0,0.0,0.4861,0.4906,0.4938,0.5156,0.0,0.0063,0.2249,0.1999,
synthetic_low_sparse,GraphSAGE,sami_no_lte,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",789,eac9960f8ba0,0.2982,0.005,0.925,0.9,-0.025,0.9251,0.973,0.4852,0.5,0.4892,0.5,0.0,0.0,0.5126,0.5031,0.4636,0.4781,0.0,0.0063,0.2274,0.198,
synthetic_low_sparse,GraphSAGE,sami_no_lte,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",1024,eac9960f8ba0,0.2982,0.005,0.9,0.9563,0.0563,0.8971,0.9811,0.5011,0.5062,0.5109,0.5062,0.0,0.0,0.4901,0.5,0.4963,0.5125,0.0,0.0,0.1993,0.212,
synthetic_low_sparse,GraphSAGE,sami_no_adv,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",42,eac9960f8ba0,0.2982,0.005,0.9812,0.9875,0.0063,0.9804,0.9995,0.4511,0.4813,0.5102,0.4938,0.0,0.0,0.5168,0.5,0.5272,0.5156,0.0,0.0125,0.1605,0.0813,
synthetic_low_sparse,GraphSAGE,sami_no_adv,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",123,eac9960f8ba0,0.2982,0.005,0.9938,0.9875,-0.0062,0.9944,0.999,0.5508,0.4813,0.5297,0.5437,0.0,0.0,0.5436,0.5312,0.4779,0.4938,0.0,0.0125,0.1801,0.0964,
synthetic_low_sparse,GraphSAGE,sami_no_adv,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",456,eac9960f8ba0,0.2982,0.005,0.9938,0.9812,-0.0125,0.9926,1.0,0.4707,0.4625,0.5022,0.5188,0.0,0.0,0.5104,0.4938,0.5009,0.5125,0.0,0.0125,0.1746,0.081,
synthetic_low_sparse,GraphSAGE,sami_no_adv,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",789,eac9960f8ba0,0.2982,0.005,0.9938,0.9812,-0.0125,0.9937,0.9997,0.4904,0.4562,0.4994,0.5125,0.0,0.0,0.4923,0.5094,0.4831,0.4938,0.0,0.0063,0.1728,0.0804,
synthetic_low_sparse,GraphSAGE,sami_no_adv,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",1024,eac9960f8ba0,0.2982,0.005,0.9812,1.0,0.0188,0.9792,1.0,0.4668,0.4875,0.5092,0.5188,0.0,0.0,0.5078,0.5062,0.547,0.5563,0.0,0.0,0.1519,0.0819,
synthetic_low_sparse,GraphSAGE,sami_no_gate,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",42,eac9960f8ba0,0.2982,0.005,0.9812,0.9875,0.0063,0.9804,0.9995,0.4511,0.4813,0.5103,0.4938,0.0,0.0,0.5168,0.5,0.5272,0.5156,0.0,0.0125,0.1605,0.1322,
synthetic_low_sparse,GraphSAGE,sami_no_gate,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",123,eac9960f8ba0,0.2982,0.005,0.9938,0.9875,-0.0062,0.9944,0.999,0.5508,0.4813,0.5297,0.5437,0.0,0.0,0.5434,0.5312,0.4779,0.4938,0.0,0.0125,0.1801,0.1346,
synthetic_low_sparse,GraphSAGE,sami_no_gate,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",456,eac9960f8ba0,0.2982,0.005,0.9938,0.9812,-0.0125,0.9926,1.0,0.4707,0.4625,0.5022,0.5188,0.0,0.0,0.5104,0.4938,0.5009,0.5125,0.0,0.0125,0.1746,0.1354,
synthetic_low_sparse,GraphSAGE,sami_no_gate,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",789,eac9960f8ba0,0.2982,0.005,0.9938,0.9812,-0.0125,0.9937,0.9997,0.4902,0.4562,0.4994,0.5125,0.0,0.0,0.4922,0.5094,0.4831,0.4938,0.0,0.0063,0.1728,0.1341,
synthetic_low_sparse,GraphSAGE,sami_no_gate,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",1024,eac9960f8ba0,0.2982,0.005,0.9812,1.0,0.0188,0.9792,1.0,0.4668,0.4875,0.5092,0.5188,0.0,0.0,0.5078,0.5062,0.547,0.5563,0.0,0.0,0.1519,0.1338,
synthetic_low_sparse,GraphSAGE,sami_temp_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""beta"": 1.5, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",42,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5738,0.4813,0.5622,0.55,0.0,0.0,0.5633,0.5,0.5082,0.5125,0.0063,0.0063,0.0008,0.0426,
synthetic_low_sparse,GraphSAGE,sami_temp_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""beta"": 1.5, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",123,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5525,0.4813,0.5471,0.55,0.0,0.0,0.5488,0.5,0.4756,0.475,0.0125,0.0187,0.0005,0.0429,
synthetic_low_sparse,GraphSAGE,sami_temp_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""beta"": 1.5, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",456,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.4894,0.4688,0.4969,0.4906,0.0,0.0,0.4979,0.5,0.4572,0.5188,0.0,0.0063,0.0003,0.0409,
synthetic_low_sparse,GraphSAGE,sami_temp_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""beta"": 1.5, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",789,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5762,0.5,0.5789,0.6,0.0,0.0,0.58,0.5,0.5168,0.4938,0.0063,0.0063,0.0011,0.0434,
synthetic_low_sparse,GraphSAGE,sami_temp_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""beta"": 1.5, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",1024,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.6204,0.4875,0.5834,0.55,0.0,0.0,0.5907,0.5,0.5439,0.5406,0.0063,0.0312,0.0006,0.0421,
synthetic_low_sparse,GraphSAGE,advreg,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",42,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.585,0.4813,0.5476,0.5,0.0,0.0,0.5807,0.5,0.5061,0.5,0.0,0.0,0.0,0.1324,
synthetic_low_sparse,GraphSAGE,advreg,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",123,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5739,0.4813,0.5351,0.5,0.0,0.0,0.4511,0.5,0.4652,0.4719,0.0,0.0,0.0,0.1339,
synthetic_low_sparse,GraphSAGE,advreg,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",456,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.3696,0.4688,0.5585,0.5,0.0,0.0,0.5679,0.5,0.508,0.525,0.0,0.0,0.0,0.1613,
synthetic_low_sparse,GraphSAGE,advreg,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",789,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5554,0.4938,0.5265,0.5,0.0,0.0,0.513,0.5,0.522,0.4969,0.0,0.0125,0.0,0.1344,
synthetic_low_sparse,GraphSAGE,advreg,"{""lam"": 0.5, ""use_lte"": false, ""use_gate"": false, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.0}",1024,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5738,0.4875,0.5302,0.5,0.0,0.0,0.5857,0.5,0.5218,0.5312,0.0,0.0375,0.0,0.1934,
