dataset,model,defense,defense_params,seed,config_hash,homophily,density,test_accuracy,train_accuracy,gen_gap,test_f1,test_auroc,conf_attack_auc,conf_attack_acc,threshold_attack_auc,threshold_attack_acc,conf_tpr_at_0.001_fpr,conf_tpr_at_0.01_fpr,shadow_attack_auc,shadow_attack_acc,lira_attack_auc,lira_attack_acc,lira_tpr_at_0.001_fpr,lira_tpr_at_0.01_fpr,ece_test,train_seconds,dp_epsilon
PubMed,GraphSAGE,none,{},123,eac9960f8ba0,0.8024,0.000228,0.8779,0.8913,0.0134,0.8726,0.9691,0.5023,0.497,0.5102,0.5048,0.0008,0.0093,0.5091,0.5068,0.5056,0.501,0.0009,0.0128,0.041,3.3941,
PubMed,GraphSAGE,none,{},456,eac9960f8ba0,0.8024,0.000228,0.8705,0.9001,0.0295,0.8663,0.9659,0.5073,0.5087,0.5155,0.5089,0.0011,0.0114,0.5155,0.5117,0.5063,0.5075,0.0006,0.01,0.029,3.2796,
PubMed,GraphSAGE,none,{},789,eac9960f8ba0,0.8024,0.000228,0.8733,0.8993,0.026,0.8692,0.9678,0.5126,0.5048,0.5067,0.5001,0.001,0.0086,0.5189,0.5129,0.5089,0.5087,0.001,0.0087,0.0306,3.2748,
PubMed,GraphSAGE,none,{},1024,eac9960f8ba0,0.8024,0.000228,0.8717,0.8936,0.0219,0.8681,0.9653,0.5162,0.505,0.5067,0.5045,0.0001,0.0084,0.5154,0.5106,0.5037,0.5001,0.0022,0.0124,0.0307,3.382,
PubMed,GraphSAGE,dropedge,"{""rate"": 0.3}",42,eac9960f8ba0,0.8024,0.000228,0.8844,0.9074,0.0231,0.8807,0.9691,0.5147,0.5124,0.5202,0.5117,0.0016,0.0113,0.5137,0.5138,0.5005,0.5021,0.0016,0.0115,0.04,2.7872,
PubMed,GraphSAGE,dropedge,"{""rate"": 0.3}",123,eac9960f8ba0,0.8024,0.000228,0.8813,0.8958,0.0145,0.8769,0.9706,0.5021,0.4996,0.511,0.5063,0.0008,0.0091,0.5086,0.5057,0.5029,0.4959,0.001,0.0109,0.0398,2.546,
PubMed,GraphSAGE,dropedge,"{""rate"": 0.3}",456,eac9960f8ba0,0.8024,0.000228,0.8765,0.9025,0.026,0.8728,0.9676,0.5052,0.5016,0.5159,0.5088,0.0009,0.0122,0.5159,0.5118,0.5047,0.5048,0.0008,0.0108,0.0303,2.5309,
PubMed,GraphSAGE,dropedge,"{""rate"": 0.3}",789,eac9960f8ba0,0.8024,0.000228,0.8765,0.9022,0.0257,0.873,0.9693,0.5146,0.5073,0.5063,0.5013,0.0011,0.0076,0.5182,0.5122,0.508,0.5065,0.001,0.0108,0.0278,2.5922,
PubMed,GraphSAGE,dropedge,"{""rate"": 0.3}",1024,eac9960f8ba0,0.8024,0.000228,0.877,0.8954,0.0184,0.8738,0.9675,0.5113,0.5049,0.5071,0.5046,0.0003,0.0093,0.5162,0.5089,0.5026,0.4997,0.0018,0.0128,0.0282,2.5497,
PubMed,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",42,eac9960f8ba0,0.8024,0.000228,0.8794,0.9029,0.0235,0.8755,0.9677,0.5183,0.5136,0.52,0.5124,0.0019,0.0101,0.5192,0.513,0.5015,0.5025,0.0011,0.0138,0.0967,3.2605,
PubMed,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",123,eac9960f8ba0,0.8024,0.000228,0.8806,0.8937,0.0132,0.8755,0.9696,0.5043,0.4998,0.5116,0.5064,0.0008,0.0089,0.5104,0.5086,0.5052,0.4994,0.0006,0.0129,0.1059,3.321,
PubMed,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",456,eac9960f8ba0,0.8024,0.000228,0.8716,0.8996,0.028,0.8678,0.9666,0.5099,0.5083,0.5171,0.5112,0.0006,0.0099,0.5171,0.514,0.5024,0.5027,0.0005,0.0103,0.0919,3.3367,
PubMed,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",789,eac9960f8ba0,0.8024,0.000228,0.8751,0.8988,0.0237,0.8708,0.9686,0.5123,0.5063,0.5065,0.5015,0.0011,0.0089,0.5199,0.5141,0.5072,0.506,0.0009,0.0107,0.0925,3.2432,
PubMed,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",1024,eac9960f8ba0,0.8024,0.000228,0.8738,0.8934,0.0195,0.8703,0.9658,0.5135,0.5072,0.5074,0.5055,0.0004,0.0095,0.517,0.5098,0.5046,0.4994,0.0014,0.0118,0.0933,3.2429,
PubMed,GraphSAGE,lbp,"{""scale"": 0.3}",42,eac9960f8ba0,0.8024,0.000228,0.7583,0.785,0.0266,0.7504,0.8784,0.5074,0.5102,0.5124,0.5078,0.0,0.0,0.5025,0.5041,0.5072,0.5041,0.0009,0.0133,0.0641,3.2786,
PubMed,GraphSAGE,lbp,"{""scale"": 0.3}",123,eac9960f8ba0,0.8024,0.000228,0.7667,0.7695,0.0028,0.7572,0.877,0.5071,0.5008,0.5085,0.5096,0.0,0.0,0.5063,0.508,0.5039,0.5027,0.0011,0.0123,0.0789,3.3213,
PubMed,GraphSAGE,lbp,"{""scale"": 0.3}",456,eac9960f8ba0,0.8024,0.000228,0.7648,0.7787,0.0139,0.7563,0.8745,0.5136,0.5045,0.5144,0.5103,0.0,0.0,0.5141,0.5062,0.5049,0.503,0.0022,0.0112,0.0793,3.2694,
PubMed,GraphSAGE,lbp,"{""scale"": 0.3}",789,eac9960f8ba0,0.8024,0.000228,0.7658,0.7768,0.011,0.7573,0.8819,0.5016,0.4993,0.5113,0.5074,0.0,0.0,0.498,0.4968,0.5085,0.5071,0.0013,0.0105,0.0712,3.3196,
PubMed,GraphSAGE,lbp,"{""scale"": 0.3}",1024,eac9960f8ba0,0.8024,0.000228,0.7626,0.7757,0.0131,0.7539,0.8759,0.5114,0.4994,0.5081,0.507,0.0,0.0,0.5052,0.5048,0.5009,0.4987,0.0011,0.0118,0.0713,3.3948,
PubMed,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",42,eac9960f8ba0,0.8024,0.000228,0.8651,0.8866,0.0216,0.8611,0.9643,0.5059,0.5064,0.5122,0.5064,0.0013,0.0101,0.5105,0.506,0.5008,0.5036,0.0019,0.0101,0.0073,3.3682,
PubMed,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",123,eac9960f8ba0,0.8024,0.000228,0.8703,0.8773,0.007,0.8643,0.9658,0.5047,0.4985,0.5046,0.4989,0.0011,0.0098,0.5089,0.5027,0.5019,0.4987,0.001,0.0105,0.0276,3.3009,
PubMed,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",456,eac9960f8ba0,0.8024,0.000228,0.8659,0.8869,0.021,0.8614,0.9627,0.5005,0.5049,0.5093,0.5004,0.001,0.012,0.5115,0.5108,0.5001,0.5029,0.0004,0.011,0.0157,3.3393,
PubMed,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",789,eac9960f8ba0,0.8024,0.000228,0.8646,0.8844,0.0198,0.8597,0.9646,0.5138,0.4998,0.5,0.4937,0.001,0.008,0.5189,0.5107,0.5064,0.5068,0.0004,0.0096,0.0125,3.4379,
PubMed,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",1024,eac9960f8ba0,0.8024,0.000228,0.8629,0.8763,0.0133,0.8588,0.9622,0.5125,0.5054,0.5013,0.5002,0.0001,0.0079,0.5166,0.5122,0.5039,0.5027,0.0014,0.0094,0.0126,3.3125,
PubMed,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",42,eac9960f8ba0,0.8024,0.000228,0.8638,0.8863,0.0224,0.8583,0.9478,0.518,0.5186,0.517,0.5117,0.0,0.0,0.5166,0.5124,0.5015,0.5007,0.0019,0.0099,0.0609,12.1289,
PubMed,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",123,eac9960f8ba0,0.8024,0.000228,0.8657,0.8795,0.0138,0.8599,0.9503,0.4996,0.5026,0.5108,0.5091,0.0,0.0,0.5073,0.5031,0.5041,0.5014,0.0006,0.0089,0.0615,11.591,
PubMed,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",456,eac9960f8ba0,0.8024,0.000228,0.8608,0.8892,0.0284,0.8551,0.9479,0.5118,0.51,0.5158,0.5082,0.0,0.0,0.5159,0.5102,0.4995,0.5015,0.0008,0.009,0.054,11.323,
PubMed,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",789,eac9960f8ba0,0.8024,0.000228,0.869,0.891,0.0219,0.8638,0.9518,0.5092,0.507,0.5046,0.5021,0.0,0.0,0.5173,0.512,0.5053,0.5077,0.0034,0.0113,0.0587,11.67,
PubMed,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",1024,eac9960f8ba0,0.8024,0.000228,0.8652,0.8889,0.0237,0.8616,0.9497,0.517,0.5127,0.5106,0.5048,0.0,0.0,0.515,0.5117,0.5025,0.5009,0.0027,0.0148,0.0547,11.5365,
synthetic_low_sparse,LogReg,none,{},42,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5523,0.4813,0.5596,0.5062,0.0312,0.0375,0.5594,0.5,0.4943,0.4969,0.025,0.0375,0.0015,0.0016,
synthetic_low_sparse,LogReg,none,{},123,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.543,0.4813,0.5366,0.5188,0.0063,0.025,0.5366,0.5,0.4781,0.4719,0.0,0.0,0.0014,0.0015,
synthetic_low_sparse,LogReg,none,{},456,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5518,0.4688,0.5613,0.5437,0.0,0.0,0.5613,0.5,0.481,0.5406,0.0,0.0,0.0012,0.0013,
synthetic_low_sparse,LogReg,none,{},789,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.4938,0.4938,0.494,0.4813,0.0063,0.0063,0.4962,0.5,0.4977,0.4625,0.0187,0.0187,0.0011,0.0011,
synthetic_low_sparse,LogReg,none,{},1024,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5813,0.4875,0.5616,0.5188,0.0125,0.0187,0.5622,0.5,0.5373,0.5406,0.0063,0.0125,0.0014,0.0017,
synthetic_low_sparse,MLP,none,{},42,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5337,0.4813,0.5456,0.525,0.025,0.025,0.5461,0.5125,0.5173,0.5188,0.0187,0.025,0.0037,0.0213,
synthetic_low_sparse,MLP,none,{},123,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5225,0.4813,0.5327,0.5188,0.0,0.0,0.5313,0.5,0.4645,0.4625,0.0,0.0063,0.0044,0.0161,
synthetic_low_sparse,MLP,none,{},456,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5092,0.4688,0.4963,0.5,0.0063,0.0063,0.5027,0.5,0.4691,0.5156,0.0125,0.0125,0.0036,0.0177,
synthetic_low_sparse,MLP,none,{},789,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.4254,0.4938,0.5299,0.5312,0.0,0.0125,0.528,0.5,0.4937,0.4688,0.0125,0.0125,0.0039,0.0176,
synthetic_low_sparse,MLP,none,{},1024,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5119,0.4875,0.5283,0.5188,0.0125,0.0187,0.5301,0.5,0.5428,0.5437,0.0187,0.0187,0.0048,0.0216,
synthetic_low_sparse,GCN,none,{},42,eac9960f8ba0,0.2982,0.005,0.7562,0.9625,0.2063,0.7556,0.9692,0.6359,0.5813,0.5634,0.5375,0.0,0.0,0.5649,0.5219,0.4971,0.475,0.0187,0.025,0.132,0.0432,
synthetic_low_sparse,GCN,none,{},123,eac9960f8ba0,0.2982,0.005,0.8313,0.9688,0.1375,0.8296,0.9807,0.4963,0.5312,0.5271,0.5,0.0,0.0,0.5042,0.5219,0.4968,0.4875,0.0063,0.0187,0.0788,0.0407,
synthetic_low_sparse,GCN,none,{},456,eac9960f8ba0,0.2982,0.005,0.7875,0.9625,0.175,0.7859,0.9711,0.6508,0.4688,0.5701,0.5125,0.0,0.0,0.5349,0.5469,0.4788,0.5281,0.0063,0.0063,0.0697,0.054,
synthetic_low_sparse,GCN,none,{},789,eac9960f8ba0,0.2982,0.005,0.75,0.925,0.175,0.7521,0.955,0.5537,0.5938,0.6022,0.5625,0.0,0.0,0.5077,0.4625,0.4822,0.4688,0.0,0.0,0.1316,0.0416,
synthetic_low_sparse,GCN,none,{},1024,eac9960f8ba0,0.2982,0.005,0.7375,0.9563,0.2188,0.7328,0.9493,0.5983,0.6062,0.6297,0.5813,0.0,0.025,0.5111,0.525,0.5559,0.5656,0.0375,0.0437,0.1753,0.0417,
synthetic_low_sparse,GCN,dropedge,"{""rate"": 0.3}",42,eac9960f8ba0,0.2982,0.005,0.7125,0.8875,0.175,0.7143,0.9562,0.5972,0.5375,0.5891,0.575,0.0,0.0063,0.5138,0.525,0.4982,0.4781,0.025,0.025,0.1173,0.0391,
synthetic_low_sparse,GCN,dropedge,"{""rate"": 0.3}",123,eac9960f8ba0,0.2982,0.005,0.7625,0.925,0.1625,0.7552,0.9676,0.5398,0.4562,0.571,0.5437,0.0,0.0063,0.5085,0.525,0.4971,0.4938,0.0,0.0,0.0984,0.0454,
synthetic_low_sparse,GCN,dropedge,"{""rate"": 0.3}",456,eac9960f8ba0,0.2982,0.005,0.8063,0.9313,0.125,0.8045,0.9702,0.6229,0.4875,0.5783,0.5312,0.0125,0.0187,0.5384,0.4969,0.4695,0.5219,0.0125,0.0125,0.1786,0.0402,
synthetic_low_sparse,GCN,dropedge,"{""rate"": 0.3}",789,eac9960f8ba0,0.2982,0.005,0.7063,0.8812,0.175,0.6994,0.9493,0.5737,0.5375,0.6149,0.5563,0.0187,0.0312,0.5288,0.4875,0.4944,0.475,0.0,0.0063,0.0548,0.0392,
synthetic_low_sparse,GCN,dropedge,"{""rate"": 0.3}",1024,eac9960f8ba0,0.2982,0.005,0.6625,0.9125,0.25,0.6648,0.9436,0.6043,0.6,0.6407,0.6062,0.0125,0.025,0.5838,0.5625,0.5543,0.5625,0.025,0.0563,0.0788,0.0406,
synthetic_low_sparse,GCN,label_smoothing,"{""alpha"": 0.1}",42,eac9960f8ba0,0.2982,0.005,0.7188,0.9563,0.2375,0.7202,0.968,0.6478,0.5875,0.5802,0.5687,0.0,0.0,0.5868,0.5344,0.5032,0.4906,0.0063,0.0375,0.0504,0.0586,
synthetic_low_sparse,GCN,label_smoothing,"{""alpha"": 0.1}",123,eac9960f8ba0,0.2982,0.005,0.8187,0.9625,0.1438,0.817,0.9752,0.5239,0.5375,0.5611,0.5312,0.0063,0.0187,0.5293,0.5469,0.5,0.5,0.0,0.0063,0.1012,0.0405,
synthetic_low_sparse,GCN,label_smoothing,"{""alpha"": 0.1}",456,eac9960f8ba0,0.2982,0.005,0.8125,0.9563,0.1438,0.8075,0.9723,0.6171,0.4688,0.5811,0.5312,0.0,0.0063,0.5488,0.5281,0.4711,0.5281,0.0,0.0125,0.0953,0.042,
synthetic_low_sparse,GCN,label_smoothing,"{""alpha"": 0.1}",789,eac9960f8ba0,0.2982,0.005,0.7063,0.9375,0.2312,0.7023,0.9575,0.5673,0.5813,0.6113,0.5687,0.0,0.0,0.5703,0.4719,0.4884,0.4688,0.0,0.0,0.0416,0.0428,
synthetic_low_sparse,GCN,label_smoothing,"{""alpha"": 0.1}",1024,eac9960f8ba0,0.2982,0.005,0.6937,0.9437,0.25,0.689,0.9479,0.6065,0.625,0.6506,0.6188,0.025,0.025,0.65,0.6094,0.5506,0.5563,0.0312,0.0375,0.0658,0.0433,
synthetic_low_sparse,GCN,lbp,"{""scale"": 0.3}",42,eac9960f8ba0,0.2982,0.005,0.65,0.75,0.1,0.6492,0.8656,0.5395,0.525,0.5521,0.5312,0.0,0.0,0.5411,0.525,0.4976,0.4813,0.0,0.0125,0.0622,0.0425,
synthetic_low_sparse,GCN,lbp,"{""scale"": 0.3}",123,eac9960f8ba0,0.2982,0.005,0.7063,0.7875,0.0812,0.7046,0.8858,0.5922,0.5625,0.5245,0.4938,0.0,0.0,0.3988,0.4562,0.4776,0.4688,0.025,0.025,0.1167,0.0411,
synthetic_low_sparse,GCN,lbp,"{""scale"": 0.3}",456,eac9960f8ba0,0.2982,0.005,0.65,0.7125,0.0625,0.6431,0.8699,0.5589,0.4813,0.5187,0.5125,0.0,0.0,0.4685,0.4594,0.4698,0.5375,0.0125,0.0125,0.0489,0.0408,
synthetic_low_sparse,GCN,lbp,"{""scale"": 0.3}",789,eac9960f8ba0,0.2982,0.005,0.6438,0.725,0.0812,0.6433,0.8759,0.5265,0.5312,0.5422,0.525,0.0,0.0,0.4615,0.4781,0.4763,0.475,0.0,0.0125,0.0672,0.043,
synthetic_low_sparse,GCN,lbp,"{""scale"": 0.3}",1024,eac9960f8ba0,0.2982,0.005,0.6375,0.725,0.0875,0.6366,0.8245,0.538,0.5437,0.5613,0.55,0.0,0.0,0.4893,0.4813,0.5429,0.5344,0.0187,0.0312,0.0693,0.0408,
synthetic_low_sparse,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",42,eac9960f8ba0,0.2982,0.005,0.7375,0.9375,0.2,0.7367,0.9677,0.6126,0.55,0.5514,0.5375,0.0,0.0,0.5316,0.4969,0.4975,0.475,0.0187,0.025,0.1405,0.0437,
synthetic_low_sparse,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",123,eac9960f8ba0,0.2982,0.005,0.8375,0.9625,0.125,0.8371,0.9805,0.5728,0.5312,0.5117,0.4875,0.0,0.0,0.489,0.5062,0.4976,0.4938,0.0063,0.0187,0.0802,0.0439,
synthetic_low_sparse,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",456,eac9960f8ba0,0.2982,0.005,0.8063,0.925,0.1188,0.8023,0.9698,0.5409,0.4188,0.5547,0.4938,0.0,0.0,0.529,0.5375,0.4836,0.5281,0.0063,0.0063,0.0607,0.0449,
synthetic_low_sparse,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",789,eac9960f8ba0,0.2982,0.005,0.7438,0.9187,0.175,0.7465,0.9543,0.5426,0.5687,0.5958,0.55,0.0,0.0125,0.4754,0.4625,0.4874,0.4781,0.0,0.0,0.1183,0.0432,
synthetic_low_sparse,GCN,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",1024,eac9960f8ba0,0.2982,0.005,0.7562,0.9313,0.175,0.7505,0.9495,0.5786,0.5938,0.6121,0.5625,0.0,0.0,0.452,0.4094,0.5528,0.5594,0.0187,0.0437,0.1957,0.0441,
synthetic_low_sparse,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",42,eac9960f8ba0,0.2982,0.005,0.775,0.9125,0.1375,0.7757,0.9155,0.5817,0.6062,0.6027,0.5625,0.0,0.0,0.5893,0.5781,0.5395,0.5344,0.0125,0.0187,0.0704,0.1942,
synthetic_low_sparse,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",123,eac9960f8ba0,0.2982,0.005,0.8125,0.9375,0.125,0.8099,0.9397,0.582,0.5563,0.5868,0.5437,0.0,0.0,0.5579,0.5312,0.4777,0.4781,0.0187,0.0187,0.1067,0.1912,
synthetic_low_sparse,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",456,eac9960f8ba0,0.2982,0.005,0.775,0.9,0.125,0.7691,0.9333,0.629,0.5312,0.5888,0.5563,0.0,0.0,0.5176,0.5,0.4998,0.5344,0.0,0.0375,0.0694,0.186,
synthetic_low_sparse,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",789,eac9960f8ba0,0.2982,0.005,0.75,0.8812,0.1312,0.7505,0.921,0.5854,0.575,0.6049,0.5813,0.0,0.0,0.5115,0.475,0.4623,0.475,0.0,0.0063,0.0382,0.1912,
synthetic_low_sparse,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""beta"": 0.0, ""warmup_epochs"": 5, ""noise_scale"": 0.25}",1024,eac9960f8ba0,0.2982,0.005,0.7125,0.9375,0.225,0.7104,0.8825,0.6268,0.6,0.6381,0.5875,0.0,0.0,0.5445,0.5469,0.546,0.5594,0.0063,0.0063,0.0888,0.1903,
synthetic_low_sparse,GraphSAGE,none,{},42,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.6293,0.4813,0.5547,0.5,0.0,0.0,0.6157,0.5,0.5047,0.4969,0.0,0.0,0.0,0.0395,
synthetic_low_sparse,GraphSAGE,none,{},123,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.3953,0.4813,0.5863,0.5,0.0,0.0,0.4093,0.5,0.4886,0.4969,0.0,0.0,0.0,0.039,
synthetic_low_sparse,GraphSAGE,none,{},456,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.4551,0.4688,0.5179,0.5,0.0,0.0,0.524,0.5,0.4866,0.5031,0.0,0.0,0.0,0.0389,
synthetic_low_sparse,GraphSAGE,none,{},789,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.604,0.4938,0.513,0.5,0.0,0.0,0.5696,0.5,0.4972,0.4969,0.0,0.0,0.0,0.0387,
synthetic_low_sparse,GraphSAGE,none,{},1024,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5904,0.4875,0.5403,0.5,0.0,0.0,0.5823,0.5,0.5244,0.5281,0.0,0.05,0.0,0.0396,
synthetic_low_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",42,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5224,0.4813,0.5187,0.5,0.0,0.0,0.561,0.5,0.5088,0.5,0.0,0.0,0.0,0.0359,
synthetic_low_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",123,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5342,0.4813,0.538,0.5,0.0,0.0,0.4829,0.5,0.5021,0.4938,0.0,0.0,0.0,0.0368,
synthetic_low_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",456,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.4875,0.4688,0.5031,0.5,0.0,0.0,0.5463,0.5,0.487,0.5062,0.0,0.0,0.0,0.0369,
synthetic_low_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",789,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5451,0.4938,0.5097,0.5,0.0,0.0,0.445,0.5,0.4843,0.4781,0.0,0.0,0.0,0.0361,
synthetic_low_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",1024,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5077,0.4875,0.5262,0.5,0.0,0.0,0.5298,0.5,0.5148,0.5156,0.0,0.05,0.0,0.0351,
synthetic_low_sparse,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",42,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.5675,0.6188,0.6257,0.6,0.0,0.0063,0.6228,0.6188,0.5144,0.5094,0.0063,0.0187,0.1049,0.0405,
synthetic_low_sparse,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",123,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.6174,0.4938,0.6139,0.5563,0.0,0.0,0.6113,0.6031,0.4764,0.475,0.0063,0.0063,0.0949,0.0402,
synthetic_low_sparse,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",456,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.6187,0.55,0.6403,0.6,0.0063,0.0063,0.6393,0.6375,0.4784,0.5312,0.0063,0.025,0.0999,0.0403,
synthetic_low_sparse,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",789,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.6449,0.625,0.6459,0.6062,0.0125,0.0375,0.6435,0.575,0.4988,0.4781,0.0,0.0312,0.1151,0.0396,
synthetic_low_sparse,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",1024,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.6301,0.6438,0.635,0.575,0.0,0.0,0.6336,0.5906,0.5347,0.5469,0.0,0.0,0.1277,0.0394,
synthetic_low_sparse,GraphSAGE,lbp,"{""scale"": 0.3}",42,eac9960f8ba0,0.2982,0.005,0.85,0.8625,0.0125,0.8478,0.974,0.5004,0.5062,0.4833,0.4875,0.0,0.0,0.4897,0.5094,0.4898,0.4875,0.0,0.0063,0.1725,0.0389,
synthetic_low_sparse,GraphSAGE,lbp,"{""scale"": 0.3}",123,eac9960f8ba0,0.2982,0.005,0.875,0.875,0.0,0.8722,0.9624,0.4869,0.4938,0.4917,0.475,0.0,0.0,0.4485,0.4656,0.5113,0.4906,0.0,0.025,0.1897,0.0392,
synthetic_low_sparse,GraphSAGE,lbp,"{""scale"": 0.3}",456,eac9960f8ba0,0.2982,0.005,0.8875,0.8313,-0.0562,0.8832,0.9855,0.5186,0.4938,0.4511,0.4875,0.0,0.0,0.4745,0.5031,0.4467,0.5,0.0,0.0187,0.2056,0.0385,
synthetic_low_sparse,GraphSAGE,lbp,"{""scale"": 0.3}",789,eac9960f8ba0,0.2982,0.005,0.9125,0.8375,-0.075,0.9121,0.9802,0.5438,0.5062,0.4507,0.4562,0.0,0.0,0.4648,0.475,0.4693,0.4656,0.0,0.0125,0.2259,0.0395,
synthetic_low_sparse,GraphSAGE,lbp,"{""scale"": 0.3}",1024,eac9960f8ba0,0.2982,0.005,0.8875,0.8125,-0.075,0.8881,0.9809,0.5011,0.5062,0.4548,0.4562,0.0,0.0,0.4805,0.5062,0.5299,0.55,0.0,0.0125,0.2131,0.0398,
synthetic_low_sparse,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",42,eac9960f8ba0,0.2982,0.005,1.0,1.0,0.0,1.0,1.0,0.6073,0.4813,0.5507,0.5,0.0,0.0,0.6037,0.5,0.4939,0.4906,0.0,0.0,0.0,0.0403,
