dataset,model,defense,defense_params,seed,homophily,density,train_time_seconds,test_accuracy,test_f1,test_auroc,train_ego_gap,train_ego_gap_std,test_ego_gap,test_ego_gap_std,ego_gap_diff,conf_attack_auc,conf_attack_acc,conf_attack_tpr01,conf_attack_tpr05,conf_attack_adv,threshold_attack_auc,threshold_attack_acc,threshold_attack_tpr01,threshold_attack_tpr05,threshold_attack_adv,shadow_attack_auc,shadow_attack_acc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,label_only_attack_auc,label_only_attack_acc,label_only_attack_tpr01,label_only_attack_tpr05,label_only_attack_adv,label_only_flip_rate,lira_attack_auc,lira_attack_acc,ece_test,actual_dp_epsilon,peak_memory_mb
synthetic_low_sparse,GraphSAGE,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",456,0.2982,0.005,0.0,1.0,1.0,1.0,1.2525,1.1631,1.4712,1.3803,-0.2188,0.5,0.5,0.0,0.0,0.0,0.528,0.5,0.0,0.0,0.055,0.5257,0.5,0.005,0.01,0.105,0.5347,0.5225,0.0,0.09,0.11,0.975,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",789,0.2982,0.005,0.0,1.0,1.0,1.0,1.3521,1.2193,1.6725,1.5251,-0.3204,0.528,0.47,0.0213,0.0319,0.0825,0.5283,0.5,0.0,0.0,0.055,0.5484,0.5,0.0,0.0,0.135,0.5301,0.5075,0.0,0.0,0.09,0.9325,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",999,0.2982,0.005,0.0,1.0,1.0,1.0,1.163,1.1842,1.2887,1.3471,-0.1257,0.5299,0.48,0.0,0.0521,0.1354,0.5064,0.5,0.0,0.0,0.045,0.5285,0.5,0.0,0.025,0.09,0.5472,0.5525,0.0,0.055,0.105,0.9475,0.5,0.5,0.0,,5428.03
synthetic_low_sparse,GraphSAGE,dp_sgd,{},42,0.2982,0.005,0.0,1.0,1.0,1.0,3.1596,4.3519,3.9764,5.1427,-0.8169,0.4285,0.465,0.0,0.0,0.0,0.5125,0.5,0.0,0.0,0.025,0.5418,0.5,0.0,0.0,0.075,0.534,0.51,0.055,0.075,0.08,0.98,0.5,0.5,0.0002,28.3845,5428.03
synthetic_low_sparse,GraphSAGE,dp_sgd,{},123,0.2982,0.005,0.0,1.0,1.0,1.0,2.3281,3.5993,3.4156,4.9217,-1.0875,0.5048,0.49,0.0,0.0,0.0196,0.5075,0.5,0.0,0.0,0.015,0.5218,0.5,0.0,0.0,0.06,0.5538,0.5175,0.015,0.07,0.1,0.9875,0.5,0.5,0.0,28.3845,5428.03
synthetic_low_sparse,GraphSAGE,dp_sgd,{},456,0.2982,0.005,0.0,1.0,1.0,1.0,3.5171,4.6803,4.8107,5.5505,-1.2936,0.5396,0.5,0.0,0.0,0.09,0.5176,0.5,0.0,0.0,0.04,0.5663,0.5,0.0,0.0,0.13,0.5311,0.5075,0.01,0.06,0.085,0.99,0.5,0.5,0.0004,28.3845,5428.03
synthetic_low_medium,GCN,none,{},42,0.2999,0.015,0.0,0.79,0.79,0.9722,0.1025,0.4522,0.0421,0.1234,0.0604,0.516,0.52,0.0215,0.0645,0.1556,0.5368,0.515,0.015,0.03,0.14,0.4636,0.4375,0.0,0.015,0.045,0.5258,0.53,0.0,0.05,0.085,0.98,0.5,0.5,0.0588,,5428.03
synthetic_low_medium,GCN,none,{},123,0.2999,0.015,0.0,0.81,0.8065,0.9755,0.098,0.3238,0.0684,0.2358,0.0296,0.6181,0.565,0.0816,0.102,0.2433,0.5319,0.5,0.005,0.02,0.155,0.4095,0.4975,0.0,0.03,0.01,0.4922,0.4775,0.02,0.05,0.03,0.985,0.5,0.5,0.0502,,5428.03
synthetic_low_medium,GCN,none,{},456,0.2999,0.015,0.0,0.83,0.8257,0.9713,0.0951,0.3251,0.0915,0.295,0.0036,0.5963,0.57,0.02,0.05,0.22,0.551,0.55,0.045,0.065,0.13,0.4411,0.4675,0.0,0.0,0.005,0.4764,0.465,0.0,0.0,0.045,0.9625,0.5,0.5,0.077,,5428.03
synthetic_low_medium,GCN,none,{},789,0.2999,0.015,0.0,0.85,0.8492,0.9732,0.0775,0.2471,0.0704,0.2452,0.0072,0.5234,0.5,0.0,0.0213,0.1158,0.5114,0.505,0.005,0.035,0.085,0.4883,0.47,0.005,0.01,0.06,0.457,0.45,0.0,0.0,0.005,0.9425,0.5,0.5,0.0365,,5428.03
synthetic_low_medium,GCN,none,{},999,0.2999,0.015,0.0,0.825,0.8245,0.9783,0.1236,0.4758,0.0741,0.2544,0.0495,0.5561,0.535,0.0,0.0521,0.1595,0.5227,0.5,0.0,0.01,0.095,0.4421,0.49,0.0,0.015,0.005,0.5141,0.525,0.0,0.02,0.05,0.975,0.5,0.5,0.0478,,5428.03
synthetic_low_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",42,0.2999,0.015,0.0,0.79,0.79,0.9722,0.1025,0.4522,0.0421,0.1234,0.0604,0.516,0.52,0.0215,0.0645,0.1556,0.5368,0.515,0.015,0.03,0.14,0.4636,0.4375,0.0,0.015,0.045,0.5258,0.53,0.0,0.05,0.085,0.98,0.5,0.5,0.0588,,5428.03
synthetic_low_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",123,0.2999,0.015,0.0,0.81,0.8065,0.9755,0.098,0.3238,0.0684,0.2358,0.0296,0.6181,0.565,0.0816,0.102,0.2433,0.5319,0.5,0.005,0.02,0.155,0.4095,0.4975,0.0,0.03,0.01,0.4922,0.4775,0.02,0.05,0.03,0.985,0.5,0.5,0.0502,,5428.03
synthetic_low_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",456,0.2999,0.015,0.0,0.83,0.8257,0.9713,0.0951,0.3251,0.0915,0.295,0.0036,0.5963,0.57,0.02,0.05,0.22,0.551,0.55,0.045,0.065,0.13,0.4411,0.4675,0.0,0.0,0.005,0.4764,0.465,0.0,0.0,0.045,0.9625,0.5,0.5,0.077,,5428.03
synthetic_low_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",789,0.2999,0.015,0.0,0.85,0.8492,0.9732,0.0775,0.2471,0.0704,0.2452,0.0072,0.5234,0.5,0.0,0.0213,0.1158,0.5114,0.505,0.005,0.035,0.085,0.4883,0.47,0.005,0.01,0.06,0.457,0.45,0.0,0.0,0.005,0.9425,0.5,0.5,0.0365,,5428.03
synthetic_low_medium,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",999,0.2999,0.015,0.0,0.825,0.8245,0.9783,0.1236,0.4758,0.0741,0.2544,0.0495,0.5561,0.535,0.0,0.0521,0.1595,0.5227,0.5,0.0,0.01,0.095,0.4421,0.49,0.0,0.015,0.005,0.5141,0.525,0.0,0.02,0.05,0.975,0.5,0.5,0.0478,,5428.03
synthetic_low_medium,GCN,dropedge,"{""rate"": 0.3}",42,0.2999,0.015,0.0,0.77,0.7695,0.9691,0.0332,0.1394,0.0143,0.0339,0.0188,0.5018,0.49,0.0108,0.0323,0.055,0.5572,0.53,0.01,0.02,0.125,0.4376,0.49,0.0,0.02,0.04,0.5111,0.505,0.0,0.025,0.07,0.9675,0.5,0.5,0.1334,,5428.03
synthetic_low_medium,GCN,dropedge,"{""rate"": 0.3}",123,0.2999,0.015,0.0,0.805,0.8048,0.9726,0.0301,0.0957,0.0211,0.0516,0.0089,0.5704,0.555,0.0714,0.1224,0.1395,0.5386,0.52,0.005,0.025,0.12,0.5122,0.475,0.0,0.035,0.105,0.5221,0.52,0.0,0.06,0.07,0.945,0.5,0.5,0.1644,,5428.03
synthetic_low_medium,GCN,dropedge,"{""rate"": 0.3}",456,0.2999,0.015,0.0,0.73,0.7104,0.9682,0.0318,0.1335,0.0268,0.0849,0.005,0.5674,0.57,0.01,0.02,0.19,0.5658,0.56,0.02,0.055,0.17,0.4848,0.475,0.01,0.035,0.035,0.4859,0.475,0.0,0.0,0.05,0.9425,0.5,0.5,0.0856,,5428.03
synthetic_low_medium,GCN,dropedge,"{""rate"": 0.3}",789,0.2999,0.015,0.0,0.84,0.838,0.9694,0.0276,0.095,0.0234,0.08,0.0043,0.5194,0.49,0.0319,0.0426,0.0807,0.5143,0.49,0.005,0.03,0.08,0.4936,0.49,0.005,0.03,0.05,0.5173,0.515,0.0,0.0,0.065,0.945,0.5,0.5,0.2009,,5428.03
synthetic_low_medium,GCN,dropedge,"{""rate"": 0.3}",999,0.2999,0.015,0.0,0.83,0.8299,0.9773,0.0404,0.1306,0.0277,0.0853,0.0127,0.5077,0.485,0.0417,0.0625,0.0609,0.5241,0.52,0.0,0.035,0.11,0.5235,0.4975,0.005,0.045,0.105,0.5136,0.5275,0.015,0.03,0.055,0.9925,0.5,0.5,0.1981,,5428.03
synthetic_low_medium,GCN,label_smoothing,"{""alpha"": 0.1}",42,0.2999,0.015,0.0,0.82,0.8203,0.976,0.0607,0.2493,0.0228,0.0572,0.0379,0.5197,0.545,0.0108,0.0538,0.1537,0.5497,0.53,0.005,0.03,0.16,0.4499,0.47,0.0,0.01,0.035,0.5397,0.5375,0.0,0.055,0.09,0.975,0.5,0.5,0.1212,,5428.03
synthetic_low_medium,GCN,label_smoothing,"{""alpha"": 0.1}",123,0.2999,0.015,0.0,0.83,0.8262,0.975,0.0589,0.1958,0.0396,0.1302,0.0192,0.631,0.575,0.0,0.0612,0.2551,0.5378,0.515,0.0,0.02,0.145,0.4823,0.46,0.0,0.02,0.03,0.5143,0.49,0.015,0.03,0.065,0.9875,0.5,0.5,0.1015,,5428.03
synthetic_low_medium,GCN,label_smoothing,"{""alpha"": 0.1}",456,0.2999,0.015,0.0,0.815,0.8114,0.9707,0.0531,0.1822,0.047,0.1382,0.0061,0.6011,0.59,0.04,0.1,0.21,0.559,0.555,0.025,0.075,0.13,0.4428,0.48,0.0,0.005,0.01,0.4694,0.465,0.0,0.0,0.02,0.965,0.5,0.5,0.0811,,5428.03
synthetic_low_medium,GCN,label_smoothing,"{""alpha"": 0.1}",789,0.2999,0.015,0.0,0.855,0.8538,0.9764,0.0439,0.1384,0.0373,0.1278,0.0066,0.5171,0.515,0.0,0.0,0.103,0.5092,0.485,0.005,0.03,0.08,0.4388,0.495,0.0,0.01,0.005,0.4734,0.4825,0.0,0.055,0.015,0.9475,0.5,0.5,0.118,,5428.03
synthetic_low_medium,GCN,label_smoothing,"{""alpha"": 0.1}",999,0.2999,0.015,0.0,0.835,0.8335,0.9788,0.0659,0.2355,0.0443,0.1449,0.0216,0.5327,0.52,0.0,0.0312,0.1074,0.5306,0.535,0.0,0.02,0.105,0.4799,0.49,0.005,0.015,0.045,0.5172,0.525,0.0,0.025,0.05,0.9775,0.5,0.5,0.1059,,5428.03
synthetic_low_medium,GCN,confidence_masking,"{""top_k"": 2}",42,0.2999,0.015,0.0,0.79,0.79,0.9601,0.1025,0.4522,0.0421,0.1234,0.0604,0.5107,0.53,0.0215,0.0323,0.1677,0.5337,0.515,0.01,0.04,0.14,0.4654,0.4325,0.005,0.015,0.05,0.5258,0.53,0.0,0.05,0.085,0.98,0.5,0.5,0.0766,,5428.03
synthetic_low_medium,GCN,confidence_masking,"{""top_k"": 2}",123,0.2999,0.015,0.0,0.81,0.8065,0.9594,0.098,0.3238,0.0684,0.2358,0.0296,0.6064,0.575,0.0204,0.0612,0.2709,0.5337,0.51,0.005,0.02,0.15,0.4265,0.495,0.0,0.02,0.005,0.4922,0.4775,0.02,0.05,0.03,0.985,0.5,0.5,0.0502,,5428.03
synthetic_low_medium,GCN,confidence_masking,"{""top_k"": 2}",456,0.2999,0.015,0.0,0.83,0.8257,0.9571,0.0951,0.3251,0.0915,0.295,0.0036,0.584,0.56,0.02,0.04,0.18,0.5499,0.54,0.045,0.07,0.13,0.4322,0.4725,0.0,0.005,0.025,0.4764,0.465,0.0,0.0,0.045,0.9625,0.5,0.5,0.0864,,5428.03
synthetic_low_medium,GCN,confidence_masking,"{""top_k"": 2}",789,0.2999,0.015,0.0,0.85,0.8492,0.9504,0.0775,0.2471,0.0704,0.2452,0.0072,0.5428,0.52,0.0319,0.0426,0.1784,0.5167,0.515,0.005,0.035,0.085,0.4835,0.48,0.005,0.02,0.045,0.457,0.45,0.0,0.0,0.005,0.9425,0.5,0.5,0.0383,,5428.03
synthetic_low_medium,GCN,confidence_masking,"{""top_k"": 2}",999,0.2999,0.015,0.0,0.825,0.8245,0.9661,0.1236,0.4758,0.0741,0.2544,0.0495,0.5419,0.53,0.0104,0.0417,0.141,0.5205,0.505,0.0,0.01,0.115,0.4446,0.4925,0.005,0.015,0.005,0.5141,0.525,0.0,0.02,0.05,0.975,0.5,0.5,0.0623,,5428.03
synthetic_low_medium,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",42,0.2999,0.015,0.0,0.79,0.79,0.9722,0.1025,0.4522,0.0421,0.1234,0.0604,0.516,0.52,0.0215,0.0645,0.1556,0.5368,0.515,0.015,0.03,0.14,0.4636,0.4375,0.0,0.015,0.045,0.5258,0.53,0.0,0.05,0.085,0.98,0.5,0.5,0.0588,,5428.03
synthetic_low_medium,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",123,0.2999,0.015,0.0,0.81,0.8065,0.9755,0.098,0.3238,0.0684,0.2358,0.0296,0.6181,0.565,0.0816,0.102,0.2433,0.5319,0.5,0.005,0.02,0.155,0.4095,0.4975,0.0,0.03,0.01,0.4922,0.4775,0.02,0.05,0.03,0.985,0.5,0.5,0.0502,,5428.03
synthetic_low_medium,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",456,0.2999,0.015,0.0,0.83,0.8257,0.9713,0.0951,0.3251,0.0915,0.295,0.0036,0.5963,0.57,0.02,0.05,0.22,0.551,0.55,0.045,0.065,0.13,0.4411,0.4675,0.0,0.0,0.005,0.4764,0.465,0.0,0.0,0.045,0.9625,0.5,0.5,0.077,,5428.03
synthetic_low_medium,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",789,0.2999,0.015,0.0,0.85,0.8492,0.9732,0.0775,0.2471,0.0704,0.2452,0.0072,0.5234,0.5,0.0,0.0213,0.1158,0.5114,0.505,0.005,0.035,0.085,0.4883,0.47,0.005,0.01,0.06,0.457,0.45,0.0,0.0,0.005,0.9425,0.5,0.5,0.0365,,5428.03
synthetic_low_medium,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",999,0.2999,0.015,0.0,0.825,0.8245,0.9783,0.1236,0.4758,0.0741,0.2544,0.0495,0.5561,0.535,0.0,0.0521,0.1595,0.5227,0.5,0.0,0.01,0.095,0.4421,0.49,0.0,0.015,0.005,0.5141,0.525,0.0,0.02,0.05,0.975,0.5,0.5,0.0478,,5428.03
synthetic_low_medium,GCN,dp_sgd,{},42,0.2999,0.015,0.0,0.775,0.7763,0.9648,0.1103,0.5033,0.048,0.1551,0.0622,0.522,0.525,0.0108,0.0753,0.1199,0.5507,0.55,0.015,0.06,0.125,0.4594,0.47,0.0,0.04,0.045,0.4666,0.4425,0.0,0.04,0.02,0.9775,0.5,0.5,0.0612,28.3845,5428.03
synthetic_low_medium,GCN,dp_sgd,{},123,0.2999,0.015,0.0,0.78,0.7713,0.9613,0.103,0.4025,0.0936,0.4071,0.0093,0.5015,0.535,0.0,0.0102,0.1449,0.5303,0.55,0.0,0.01,0.11,0.467,0.485,0.0,0.025,0.06,0.5474,0.5325,0.0,0.0,0.13,0.9575,0.5,0.5,0.0841,28.3845,5428.03
synthetic_low_medium,GCN,dp_sgd,{},456,0.2999,0.015,0.0,0.79,0.7846,0.9583,0.1043,0.3457,0.128,0.543,-0.0237,0.5987,0.565,0.02,0.12,0.17,0.5463,0.535,0.02,0.065,0.13,0.4758,0.46,0.0,0.0,0.055,0.4764,0.495,0.0,0.0,0.025,0.9625,0.5,0.5,0.0974,28.3845,5428.03
synthetic_low_medium,GCN,dp_sgd,{},789,0.2999,0.015,0.0,0.82,0.8175,0.9601,0.0723,0.2675,0.0637,0.2195,0.0086,0.5237,0.5,0.0106,0.0638,0.0799,0.5049,0.5,0.015,0.025,0.075,0.468,0.4875,0.02,0.05,0.035,0.485,0.49,0.0,0.06,0.025,0.9775,0.5,0.5,0.0494,28.3845,5428.03
synthetic_low_medium,GCN,dp_sgd,{},999,0.2999,0.015,0.0,0.785,0.7814,0.9728,0.158,0.6105,0.0944,0.3517,0.0635,0.5616,0.515,0.0312,0.1042,0.1466,0.511,0.52,0.0,0.01,0.085,0.5012,0.49,0.005,0.045,0.105,0.5023,0.5025,0.0,0.03,0.09,0.9675,0.5,0.5,0.0911,28.3845,5428.03
synthetic_low_medium,GraphSAGE,none,{},42,0.2999,0.015,0.0,1.0,1.0,1.0,1.3488,0.9421,1.6815,1.2806,-0.3327,0.5033,0.465,0.0,0.0108,0.0839,0.5226,0.5,0.0,0.0,0.045,0.524,0.5,0.0,0.005,0.095,0.537,0.4975,0.0,0.0,0.09,0.9175,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,none,{},123,0.2999,0.015,0.0,1.0,1.0,1.0,1.7779,1.709,2.2116,1.8622,-0.4338,0.4819,0.49,0.0204,0.0408,0.056,0.5022,0.5,0.0,0.0,0.01,0.5702,0.5,0.005,0.055,0.135,0.4813,0.48,0.0,0.0,0.035,0.9275,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,none,{},456,0.2999,0.015,0.0,1.0,1.0,1.0,1.1982,0.8533,1.4998,1.2611,-0.3016,0.5,0.5,0.0,0.0,0.0,0.5079,0.5,0.0,0.0,0.025,0.5318,0.5,0.0,0.035,0.08,0.4633,0.4825,0.0,0.045,0.02,0.955,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,none,{},789,0.2999,0.015,0.0,1.0,1.0,1.0,1.7989,1.6311,2.1546,1.7184,-0.3557,0.5451,0.47,0.0213,0.0532,0.1014,0.515,0.5,0.0,0.0,0.03,0.5134,0.5,0.0,0.0,0.075,0.5281,0.5275,0.0,0.08,0.075,0.94,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,none,{},999,0.2999,0.015,0.0,1.0,1.0,1.0,3.4386,2.5262,3.7867,2.7422,-0.3481,0.5604,0.48,0.0,0.0,0.149,0.5051,0.5,0.0,0.0,0.01,0.5637,0.5,0.01,0.035,0.125,0.4903,0.4875,0.0,0.0,0.055,0.9375,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",42,0.2999,0.015,0.0,1.0,1.0,1.0,1.3488,0.9421,1.6815,1.2806,-0.3327,0.5033,0.465,0.0,0.0108,0.0839,0.5226,0.5,0.0,0.0,0.045,0.524,0.5,0.0,0.005,0.095,0.537,0.4975,0.0,0.0,0.09,0.9175,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",123,0.2999,0.015,0.0,1.0,1.0,1.0,1.7779,1.709,2.2116,1.8622,-0.4338,0.4819,0.49,0.0204,0.0408,0.056,0.5022,0.5,0.0,0.0,0.01,0.5702,0.5,0.005,0.055,0.135,0.4813,0.48,0.0,0.0,0.035,0.9275,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",456,0.2999,0.015,0.0,1.0,1.0,1.0,1.1982,0.8533,1.4998,1.2611,-0.3016,0.5,0.5,0.0,0.0,0.0,0.5079,0.5,0.0,0.0,0.025,0.5318,0.5,0.0,0.035,0.08,0.4633,0.4825,0.0,0.045,0.02,0.955,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",789,0.2999,0.015,0.0,1.0,1.0,1.0,1.7989,1.6311,2.1546,1.7184,-0.3557,0.5451,0.47,0.0213,0.0532,0.1014,0.515,0.5,0.0,0.0,0.03,0.5134,0.5,0.0,0.0,0.075,0.5281,0.5275,0.0,0.08,0.075,0.94,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",999,0.2999,0.015,0.0,1.0,1.0,1.0,3.4386,2.5262,3.7867,2.7422,-0.3481,0.5604,0.48,0.0,0.0,0.149,0.5051,0.5,0.0,0.0,0.01,0.5637,0.5,0.01,0.035,0.125,0.4903,0.4875,0.0,0.0,0.055,0.9375,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.3}",42,0.2999,0.015,0.0,1.0,1.0,1.0,2.3486,2.0436,2.3947,2.1223,-0.0461,0.5079,0.465,0.0,0.0,0.0757,0.505,0.5,0.0,0.0,0.01,0.5322,0.5,0.0,0.0,0.085,0.5545,0.5325,0.0,0.06,0.11,0.95,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.3}",123,0.2999,0.015,0.0,1.0,1.0,1.0,2.0034,1.4731,2.283,1.3868,-0.2796,0.5929,0.49,0.0,0.0,0.1701,0.5026,0.5,0.0,0.0,0.015,0.5614,0.5,0.0,0.035,0.125,0.4723,0.49,0.0,0.0,0.0,0.935,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.3}",456,0.2999,0.015,0.0,1.0,1.0,1.0,1.3879,0.752,1.5127,0.8161,-0.1248,0.5,0.5,0.0,0.0,0.0,0.5076,0.5,0.0,0.0,0.02,0.4928,0.5,0.0,0.015,0.08,0.4911,0.485,0.0,0.0,0.05,0.95,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.3}",789,0.2999,0.015,0.0,1.0,1.0,1.0,1.6347,1.2783,1.8005,1.4063,-0.1658,0.4907,0.47,0.0106,0.0106,0.0038,0.5,0.5,0.0,0.0,0.0,0.5113,0.5,0.0,0.0,0.06,0.5123,0.515,0.0,0.055,0.075,0.9475,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,dropedge,"{""rate"": 0.3}",999,0.2999,0.015,0.0,1.0,1.0,1.0,2.0487,1.5782,2.2068,1.5712,-0.158,0.5503,0.48,0.0,0.0,0.1346,0.5099,0.5,0.0,0.0,0.02,0.5291,0.5,0.01,0.025,0.08,0.5094,0.52,0.0,0.065,0.06,0.9625,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",42,0.2999,0.015,0.0,1.0,1.0,1.0,1.0471,0.2815,1.0755,0.2864,-0.0284,0.5383,0.51,0.0,0.0,0.1288,0.5604,0.53,0.0,0.045,0.14,0.5597,0.505,0.0,0.045,0.135,0.5587,0.57,0.0,0.06,0.14,0.9475,0.5,0.5,0.0939,,5428.03
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",123,0.2999,0.015,0.0,1.0,1.0,1.0,1.0329,0.3004,1.0587,0.3245,-0.0258,0.6459,0.615,0.0306,0.0714,0.2661,0.6246,0.595,0.0,0.025,0.245,0.624,0.5475,0.0,0.025,0.245,0.5157,0.5,0.0,0.06,0.055,0.945,0.5,0.5,0.0938,,5428.03
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",456,0.2999,0.015,0.0,1.0,1.0,1.0,1.0649,0.2777,1.095,0.3011,-0.0301,0.5151,0.515,0.01,0.06,0.17,0.4926,0.49,0.005,0.03,0.11,0.4922,0.47,0.005,0.03,0.11,0.4887,0.485,0.02,0.03,0.03,0.985,0.5,0.5,0.077,,5428.03
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",789,0.2999,0.015,0.0,1.0,1.0,1.0,1.1066,0.3448,1.1064,0.33,0.0003,0.5266,0.555,0.0,0.0319,0.1921,0.5346,0.49,0.005,0.035,0.17,0.535,0.57,0.005,0.035,0.17,0.507,0.495,0.04,0.08,0.07,0.975,0.5,0.5,0.0756,,5428.03
synthetic_low_medium,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",999,0.2999,0.015,0.0,1.0,1.0,1.0,1.1517,0.3388,1.1561,0.3559,-0.0044,0.5698,0.52,0.0104,0.0312,0.1851,0.5514,0.55,0.005,0.02,0.145,0.551,0.5,0.005,0.02,0.15,0.5002,0.4875,0.0,0.025,0.045,0.9675,0.5,0.5,0.0667,,5428.03
synthetic_low_medium,GraphSAGE,confidence_masking,"{""top_k"": 2}",42,0.2999,0.015,0.0,1.0,1.0,1.0,1.3488,0.9421,1.6815,1.2806,-0.3327,0.5041,0.465,0.0,0.0215,0.0886,0.5225,0.5,0.0,0.0,0.045,0.5217,0.5,0.0,0.015,0.1,0.537,0.4975,0.0,0.0,0.09,0.9175,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,confidence_masking,"{""top_k"": 2}",123,0.2999,0.015,0.0,1.0,1.0,1.0,1.7779,1.709,2.2116,1.8622,-0.4338,0.4723,0.49,0.0204,0.0408,0.0462,0.5019,0.5,0.0,0.0,0.01,0.5702,0.5,0.005,0.065,0.14,0.4813,0.48,0.0,0.0,0.035,0.9275,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,confidence_masking,"{""top_k"": 2}",456,0.2999,0.015,0.0,1.0,1.0,1.0,1.1982,0.8533,1.4998,1.2611,-0.3016,0.5,0.5,0.0,0.0,0.0,0.5082,0.5,0.0,0.0,0.035,0.5298,0.5,0.0,0.035,0.07,0.4633,0.4825,0.0,0.045,0.02,0.955,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,confidence_masking,"{""top_k"": 2}",789,0.2999,0.015,0.0,1.0,1.0,1.0,1.7989,1.6311,2.1546,1.7184,-0.3557,0.5529,0.47,0.0213,0.0213,0.0982,0.515,0.5,0.0,0.0,0.03,0.5133,0.5,0.0,0.0,0.09,0.5281,0.5275,0.0,0.08,0.075,0.94,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,confidence_masking,"{""top_k"": 2}",999,0.2999,0.015,0.0,1.0,1.0,1.0,3.4386,2.5262,3.7867,2.7422,-0.3481,0.5828,0.48,0.0,0.0,0.1675,0.5049,0.5,0.0,0.0,0.01,0.5627,0.5,0.02,0.045,0.145,0.4903,0.4875,0.0,0.0,0.055,0.9375,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",42,0.2999,0.015,0.0,1.0,1.0,1.0,1.3488,0.9421,1.6815,1.2806,-0.3327,0.5033,0.465,0.0,0.0108,0.0839,0.5226,0.5,0.0,0.0,0.045,0.524,0.5,0.0,0.005,0.095,0.537,0.4975,0.0,0.0,0.09,0.9175,0.5,0.5,0.0,,5428.03
synthetic_low_medium,GraphSAGE,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",123,0.2999,0.015,0.0,1.0,1.0,1.0,1.7779,1.709,2.2116,1.8622,-0.4338,0.4819,0.49,0.0204,0.0408,0.056,0.5022,0.5,0.0,0.0,0.01,0.5702,0.5,0.005,0.055,0.135,0.4813,0.48,0.0,0.0,0.035,0.9275,0.5,0.5,0.0,,5428.03
