dataset,model,defense,defense_params,seed,homophily,density,train_time_seconds,test_accuracy,test_f1,test_auroc,train_ego_gap,train_ego_gap_std,test_ego_gap,test_ego_gap_std,ego_gap_diff,conf_attack_auc,conf_attack_acc,conf_attack_tpr01,conf_attack_tpr05,conf_attack_adv,threshold_attack_auc,threshold_attack_acc,threshold_attack_tpr01,threshold_attack_tpr05,threshold_attack_adv,shadow_attack_auc,shadow_attack_acc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,label_only_attack_auc,label_only_attack_acc,label_only_attack_tpr01,label_only_attack_tpr05,label_only_attack_adv,label_only_flip_rate,lira_attack_auc,lira_attack_acc,ece_test,actual_dp_epsilon,peak_memory_mb
Cora,GCN,none,{},42,0.81,0.00144,0.0,0.8685,0.8598,0.982,0.029,0.1086,0.0196,0.0553,0.0093,0.5552,0.5598,0.0104,0.0609,0.1317,0.5596,0.5369,0.0081,0.0591,0.1248,0.5585,0.5547,0.0155,0.0672,0.1196,0.5032,0.4965,0.0,0.0,0.047,0.591,0.5,0.5,0.0485,,536.33
Cora,GCN,none,{},123,0.81,0.00144,0.0,0.87,0.8635,0.9805,0.028,0.1029,0.0215,0.0572,0.0065,0.5501,0.5539,0.015,0.0466,0.1295,0.5607,0.5318,0.0052,0.0657,0.1396,0.5708,0.5631,0.0096,0.048,0.1344,0.5321,0.5105,0.0,0.0,0.076,0.5765,0.5,0.5,0.0379,,539.67
Cora,GCN,none,{},456,0.81,0.00144,0.0,0.8752,0.865,0.9847,0.033,0.1094,0.0175,0.0437,0.0155,0.5557,0.5473,0.0164,0.0522,0.1122,0.5534,0.5332,0.0052,0.0428,0.1219,0.56,0.5521,0.0081,0.0554,0.1182,0.5177,0.506,0.0,0.0,0.052,0.5785,0.5,0.5,0.0257,,547.25
Cora,GCN,none,{},789,0.81,0.00144,0.0,0.8752,0.861,0.9875,0.027,0.094,0.0199,0.0521,0.0071,0.5333,0.5583,0.0073,0.0425,0.1241,0.5608,0.5373,0.0037,0.0561,0.1182,0.5504,0.5513,0.0081,0.0532,0.1196,0.5459,0.53,0.0,0.0,0.084,0.6355,0.5,0.5,0.0218,,552.11
Cora,GCN,none,{},999,0.81,0.00144,0.0,0.8708,0.8548,0.9861,0.0285,0.0982,0.0198,0.0545,0.0087,0.5353,0.5502,0.0058,0.0478,0.1031,0.5504,0.5258,0.017,0.0665,0.1174,0.5533,0.5499,0.0096,0.0502,0.1167,0.525,0.518,0.0,0.0,0.051,0.582,0.5,0.5,0.037,,561.66
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",42,0.81,0.00144,0.0,0.8685,0.8598,0.982,0.029,0.1086,0.0196,0.0553,0.0093,0.5552,0.5598,0.0104,0.0609,0.1317,0.5596,0.5369,0.0081,0.0591,0.1248,0.5585,0.5547,0.0155,0.0672,0.1196,0.5032,0.4965,0.0,0.0,0.047,0.591,0.5,0.5,0.0485,,561.67
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",123,0.81,0.00144,0.0,0.87,0.8635,0.9805,0.028,0.1029,0.0215,0.0572,0.0065,0.5501,0.5539,0.015,0.0466,0.1295,0.5607,0.5318,0.0052,0.0657,0.1396,0.5708,0.5631,0.0096,0.048,0.1344,0.5321,0.5105,0.0,0.0,0.076,0.5765,0.5,0.5,0.0379,,561.7
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",456,0.81,0.00144,0.0,0.8752,0.865,0.9847,0.033,0.1094,0.0175,0.0437,0.0155,0.5557,0.5473,0.0164,0.0522,0.1122,0.5534,0.5332,0.0052,0.0428,0.1219,0.56,0.5521,0.0081,0.0554,0.1182,0.5177,0.506,0.0,0.0,0.052,0.5785,0.5,0.5,0.0257,,561.75
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",789,0.81,0.00144,0.0,0.8752,0.861,0.9875,0.027,0.094,0.0199,0.0521,0.0071,0.5333,0.5583,0.0073,0.0425,0.1241,0.5608,0.5373,0.0037,0.0561,0.1182,0.5504,0.5513,0.0081,0.0532,0.1196,0.5459,0.53,0.0,0.0,0.084,0.6355,0.5,0.5,0.0218,,561.75
Cora,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",999,0.81,0.00144,0.0,0.8708,0.8548,0.9861,0.0285,0.0982,0.0198,0.0545,0.0087,0.5353,0.5502,0.0058,0.0478,0.1031,0.5504,0.5258,0.017,0.0665,0.1174,0.5533,0.5499,0.0096,0.0502,0.1167,0.525,0.518,0.0,0.0,0.051,0.582,0.5,0.5,0.037,,561.75
Cora,GCN,dropedge,"{""rate"": 0.3}",42,0.81,0.00144,0.0,0.8693,0.863,0.983,0.0265,0.0786,0.0187,0.0487,0.0078,0.5464,0.5487,0.0104,0.055,0.1243,0.5644,0.534,0.0103,0.0613,0.1115,0.5546,0.5524,0.0126,0.051,0.113,0.5173,0.502,0.0,0.0,0.043,0.5975,0.5,0.5,0.0366,,564.61
Cora,GCN,dropedge,"{""rate"": 0.3}",123,0.81,0.00144,0.0,0.8737,0.8643,0.9806,0.025,0.075,0.0204,0.0515,0.0046,0.5651,0.5591,0.0135,0.0556,0.1299,0.5659,0.5369,0.0074,0.0635,0.1263,0.5731,0.5613,0.0118,0.0554,0.1233,0.55,0.5335,0.0,0.0,0.088,0.583,0.5,0.5,0.0273,,564.64
Cora,GCN,dropedge,"{""rate"": 0.3}",456,0.81,0.00144,0.0,0.8818,0.8711,0.9856,0.0293,0.0786,0.0168,0.0394,0.0125,0.5384,0.5295,0.003,0.0284,0.1137,0.5581,0.5391,0.0037,0.0451,0.1123,0.5578,0.541,0.0037,0.0451,0.1115,0.5371,0.5205,0.0,0.0,0.075,0.592,0.5,0.5,0.0151,,565.14
Cora,GCN,dropedge,"{""rate"": 0.3}",789,0.81,0.00144,0.0,0.8796,0.868,0.9877,0.0244,0.0691,0.0188,0.0441,0.0056,0.5767,0.5451,0.0029,0.063,0.1192,0.5671,0.5473,0.0044,0.0598,0.1027,0.5387,0.5403,0.0089,0.0436,0.096,0.5471,0.531,0.0,0.0,0.089,0.641,0.5,0.5,0.0165,,565.2
Cora,GCN,dropedge,"{""rate"": 0.3}",999,0.81,0.00144,0.0,0.8671,0.8533,0.986,0.025,0.0703,0.0183,0.044,0.0066,0.5558,0.5443,0.0145,0.0565,0.1071,0.5601,0.5347,0.0177,0.0761,0.1108,0.5601,0.551,0.0177,0.0768,0.1078,0.5272,0.521,0.0,0.0,0.046,0.6075,0.5,0.5,0.0249,,565.25
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",42,0.81,0.00144,0.0,0.8722,0.864,0.9804,0.0334,0.0724,0.0229,0.0489,0.0105,0.6019,0.5643,0.0074,0.0624,0.1607,0.5645,0.5451,0.0059,0.0391,0.1337,0.5874,0.5606,0.0066,0.0613,0.1396,0.5099,0.5,0.0,0.0,0.059,0.6105,0.5,0.5,0.0802,,565.64
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",123,0.81,0.00144,0.0,0.8759,0.8699,0.9787,0.0308,0.0656,0.0239,0.0486,0.0068,0.5798,0.5635,0.009,0.0737,0.1497,0.5743,0.5465,0.0044,0.0428,0.1551,0.6064,0.5691,0.0229,0.079,0.1603,0.5334,0.518,0.0,0.0,0.082,0.614,0.5,0.5,0.0945,,565.67
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",456,0.81,0.00144,0.0,0.8708,0.8613,0.9819,0.0358,0.0782,0.0213,0.0434,0.0145,0.6083,0.5495,0.0313,0.097,0.1631,0.5655,0.5598,0.0037,0.0288,0.1411,0.6103,0.5631,0.0244,0.0916,0.1551,0.5363,0.5205,0.0,0.0,0.064,0.6335,0.5,0.5,0.0905,,565.67
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",789,0.81,0.00144,0.0,0.8789,0.8668,0.9864,0.0316,0.0706,0.023,0.0463,0.0086,0.5866,0.5547,0.0088,0.06,0.1411,0.5707,0.551,0.0044,0.0391,0.1352,0.5889,0.5521,0.0244,0.096,0.1307,0.5574,0.5355,0.0,0.0,0.107,0.6795,0.5,0.5,0.0964,,565.67
Cora,GCN,label_smoothing,"{""alpha"": 0.1}",999,0.81,0.00144,0.0,0.8722,0.8585,0.9838,0.0333,0.0709,0.023,0.0481,0.0102,0.6092,0.565,0.0217,0.058,0.1633,0.563,0.5428,0.014,0.0384,0.1499,0.5628,0.5705,0.0155,0.0377,0.1507,0.5338,0.518,0.0,0.0,0.062,0.638,0.5,0.5,0.0905,,565.67
Cora,GCN,confidence_masking,"{""top_k"": 2}",42,0.81,0.00144,0.0,0.8685,0.8598,0.9686,0.029,0.1086,0.0196,0.0553,0.0093,0.5598,0.562,0.0178,0.0565,0.1361,0.5593,0.5332,0.0103,0.0583,0.1219,0.5614,0.5587,0.0118,0.0539,0.1219,0.5032,0.4965,0.0,0.0,0.047,0.591,0.5,0.5,0.0657,,565.67
Cora,GCN,confidence_masking,"{""top_k"": 2}",123,0.81,0.00144,0.0,0.87,0.8635,0.9653,0.028,0.1029,0.0215,0.0572,0.0065,0.5589,0.5554,0.012,0.0541,0.1325,0.5573,0.5258,0.003,0.0598,0.1315,0.5798,0.5639,0.0251,0.0702,0.1359,0.5321,0.5105,0.0,0.0,0.076,0.5765,0.5,0.5,0.0556,,565.67
Cora,GCN,confidence_masking,"{""top_k"": 2}",456,0.81,0.00144,0.0,0.8752,0.865,0.9681,0.033,0.1094,0.0175,0.0437,0.0155,0.5552,0.5443,0.0104,0.0642,0.112,0.5522,0.5362,0.0066,0.0443,0.1182,0.5567,0.5532,0.0162,0.0635,0.1182,0.5177,0.506,0.0,0.0,0.052,0.5785,0.5,0.5,0.0526,,565.67
Cora,GCN,confidence_masking,"{""top_k"": 2}",789,0.81,0.00144,0.0,0.8752,0.861,0.9677,0.027,0.094,0.0199,0.0521,0.0071,0.5453,0.5569,0.0234,0.063,0.121,0.561,0.5384,0.0037,0.0532,0.1152,0.5504,0.5521,0.0162,0.0746,0.1152,0.5459,0.53,0.0,0.0,0.084,0.6355,0.5,0.5,0.0492,,565.67
Cora,GCN,confidence_masking,"{""top_k"": 2}",999,0.81,0.00144,0.0,0.8708,0.8548,0.9688,0.0285,0.0982,0.0198,0.0545,0.0087,0.5483,0.5583,0.0174,0.0565,0.1032,0.5483,0.5251,0.017,0.065,0.1152,0.5633,0.5572,0.0155,0.0576,0.1152,0.525,0.518,0.0,0.0,0.051,0.582,0.5,0.5,0.0622,,565.67
Cora,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",42,0.81,0.00144,0.0,0.8685,0.8598,0.982,0.029,0.1086,0.0196,0.0553,0.0093,0.5552,0.5598,0.0104,0.0609,0.1317,0.5596,0.5369,0.0081,0.0591,0.1248,0.5585,0.5547,0.0155,0.0672,0.1196,0.5032,0.4965,0.0,0.0,0.047,0.591,0.5,0.5,0.0485,,565.67
Cora,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",123,0.81,0.00144,0.0,0.87,0.8635,0.9805,0.028,0.1029,0.0215,0.0572,0.0065,0.5501,0.5539,0.015,0.0466,0.1295,0.5607,0.5318,0.0052,0.0657,0.1396,0.5708,0.5631,0.0096,0.048,0.1344,0.5321,0.5105,0.0,0.0,0.076,0.5765,0.5,0.5,0.0379,,565.67
Cora,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",456,0.81,0.00144,0.0,0.8752,0.865,0.9847,0.033,0.1094,0.0175,0.0437,0.0155,0.5557,0.5473,0.0164,0.0522,0.1122,0.5534,0.5332,0.0052,0.0428,0.1219,0.56,0.5521,0.0081,0.0554,0.1182,0.5177,0.506,0.0,0.0,0.052,0.5785,0.5,0.5,0.0257,,565.67
Cora,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",789,0.81,0.00144,0.0,0.8752,0.861,0.9875,0.027,0.094,0.0199,0.0521,0.0071,0.5333,0.5583,0.0073,0.0425,0.1241,0.5608,0.5373,0.0037,0.0561,0.1182,0.5504,0.5513,0.0081,0.0532,0.1196,0.5459,0.53,0.0,0.0,0.084,0.6355,0.5,0.5,0.0218,,565.67
Cora,GCN,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",999,0.81,0.00144,0.0,0.8708,0.8548,0.9861,0.0285,0.0982,0.0198,0.0545,0.0087,0.5353,0.5502,0.0058,0.0478,0.1031,0.5504,0.5258,0.017,0.0665,0.1174,0.5533,0.5499,0.0096,0.0502,0.1167,0.525,0.518,0.0,0.0,0.051,0.582,0.5,0.5,0.037,,565.67
Cora,GCN,dp_sgd,{},42,0.81,0.00144,0.0,0.8648,0.8594,0.9813,0.0227,0.1172,0.0229,0.097,-0.0003,0.5536,0.5406,0.0104,0.0654,0.1044,0.5363,0.5089,0.0,0.0,0.096,0.56,0.5458,0.0214,0.0539,0.1004,0.4891,0.4825,0.0,0.0,0.013,0.6985,0.5,0.5,0.0854,22.5213,3320.97
Cora,GCN,dp_sgd,{},123,0.81,0.00144,0.0,0.8671,0.8606,0.9806,0.0242,0.1228,0.0339,0.1502,-0.0097,0.5349,0.5369,0.009,0.0541,0.0912,0.5393,0.5192,0.0,0.0,0.0923,0.5591,0.5443,0.0155,0.0613,0.1004,0.5264,0.5205,0.0,0.0,0.057,0.705,0.5,0.5,0.0706,22.5213,3790.91
Cora,GCN,dp_sgd,{},456,0.81,0.00144,0.0,0.8789,0.8659,0.9844,0.0243,0.0941,0.0266,0.1251,-0.0023,0.5426,0.5266,0.009,0.0731,0.0746,0.5271,0.514,0.0,0.0,0.0694,0.5292,0.5314,0.0155,0.0643,0.0687,0.5066,0.4995,0.0,0.0,0.021,0.7465,0.5,0.5,0.0517,22.5213,3790.91
Cora,GCN,dp_sgd,{},789,0.81,0.00144,0.0,0.8804,0.8689,0.9859,0.022,0.0984,0.0245,0.1004,-0.0025,0.5206,0.5399,0.0059,0.0483,0.0784,0.5307,0.5214,0.0,0.0,0.0672,0.5242,0.5236,0.0089,0.0561,0.0679,0.5202,0.511,0.0,0.0,0.036,0.7205,0.5,0.5,0.0571,22.5213,3790.91
Cora,GCN,dp_sgd,{},999,0.81,0.00144,0.0,0.8671,0.8554,0.9834,0.0227,0.1065,0.0265,0.1142,-0.0038,0.5523,0.5451,0.0145,0.0754,0.0817,0.5312,0.5044,0.0,0.0,0.0864,0.5528,0.541,0.014,0.0731,0.0894,0.5023,0.4995,0.0,0.0,0.032,0.72,0.5,0.5,0.0685,22.5213,3790.91
Cora,GraphSAGE,none,{},42,0.81,0.00144,0.0,0.8796,0.8751,0.9808,0.1336,0.3866,0.0845,0.2072,0.0491,0.6414,0.6448,0.0089,0.0654,0.3077,0.6216,0.5665,0.0081,0.0495,0.271,0.6215,0.6292,0.0081,0.0517,0.2703,0.577,0.5335,0.0,0.0,0.164,0.686,0.5,0.5,0.0588,,3790.91
Cora,GraphSAGE,none,{},123,0.81,0.00144,0.0,0.8781,0.8698,0.9816,0.1207,0.3774,0.0859,0.2128,0.0348,0.6262,0.6219,0.0165,0.0602,0.2633,0.6217,0.5724,0.0118,0.0502,0.2607,0.6217,0.6233,0.0126,0.0502,0.2585,0.6132,0.563,0.0,0.0,0.194,0.679,0.5,0.5,0.0593,,3790.91
Cora,GraphSAGE,none,{},456,0.81,0.00144,0.0,0.8855,0.8767,0.9864,0.1471,0.4222,0.0925,0.2174,0.0546,0.6138,0.613,0.006,0.0701,0.2507,0.6261,0.5687,0.0133,0.0672,0.2555,0.6258,0.6163,0.0133,0.0679,0.2518,0.6036,0.5595,0.0,0.0,0.173,0.768,0.5,0.5,0.0414,,3790.91
Cora,GraphSAGE,none,{},789,0.81,0.00144,0.0,0.8818,0.8671,0.9877,0.1502,0.4483,0.1018,0.2328,0.0484,0.6417,0.6196,0.0146,0.082,0.2488,0.6369,0.5768,0.0162,0.0761,0.2637,0.6364,0.62,0.0162,0.0768,0.2555,0.6122,0.5585,0.0,0.0,0.202,0.7585,0.5,0.5,0.0435,,3790.91
Cora,GraphSAGE,none,{},999,0.81,0.00144,0.0,0.8774,0.8669,0.9846,0.14,0.4022,0.1115,0.2572,0.0286,0.6233,0.6226,0.0101,0.0377,0.2739,0.6316,0.5716,0.0199,0.0524,0.2836,0.6314,0.6348,0.0199,0.0524,0.2829,0.6198,0.5795,0.0,0.0,0.211,0.7065,0.5,0.5,0.0479,,3790.91
Cora,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",42,0.81,0.00144,0.0,0.8796,0.8751,0.9808,0.1336,0.3866,0.0845,0.2072,0.0491,0.6414,0.6448,0.0089,0.0654,0.3077,0.6216,0.5665,0.0081,0.0495,0.271,0.6215,0.6292,0.0081,0.0517,0.2703,0.577,0.5335,0.0,0.0,0.164,0.686,0.5,0.5,0.0588,,3790.91
Cora,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",123,0.81,0.00144,0.0,0.8781,0.8698,0.9816,0.1207,0.3774,0.0859,0.2128,0.0348,0.6262,0.6219,0.0165,0.0602,0.2633,0.6217,0.5724,0.0118,0.0502,0.2607,0.6217,0.6233,0.0126,0.0502,0.2585,0.6132,0.563,0.0,0.0,0.194,0.679,0.5,0.5,0.0593,,3790.91
Cora,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",456,0.81,0.00144,0.0,0.8855,0.8767,0.9864,0.1471,0.4222,0.0925,0.2174,0.0546,0.6138,0.613,0.006,0.0701,0.2507,0.6261,0.5687,0.0133,0.0672,0.2555,0.6258,0.6163,0.0133,0.0679,0.2518,0.6036,0.5595,0.0,0.0,0.173,0.768,0.5,0.5,0.0414,,3790.91
Cora,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",789,0.81,0.00144,0.0,0.8818,0.8671,0.9877,0.1502,0.4483,0.1018,0.2328,0.0484,0.6417,0.6196,0.0146,0.082,0.2488,0.6369,0.5768,0.0162,0.0761,0.2637,0.6364,0.62,0.0162,0.0768,0.2555,0.6122,0.5585,0.0,0.0,0.202,0.7585,0.5,0.5,0.0435,,3790.91
Cora,GraphSAGE,epsd_tuned,"{""lambda_epsd"": 1.0}",999,0.81,0.00144,0.0,0.8774,0.8669,0.9846,0.14,0.4022,0.1115,0.2572,0.0286,0.6233,0.6226,0.0101,0.0377,0.2739,0.6316,0.5716,0.0199,0.0524,0.2836,0.6314,0.6348,0.0199,0.0524,0.2829,0.6198,0.5795,0.0,0.0,0.211,0.7065,0.5,0.5,0.0479,,3790.91
Cora,GraphSAGE,dropedge,"{""rate"": 0.3}",42,0.81,0.00144,0.0,0.8619,0.8538,0.9818,0.1856,0.4079,0.1642,0.3331,0.0215,0.6823,0.6603,0.0193,0.0713,0.3279,0.6576,0.5945,0.0118,0.0643,0.3021,0.6572,0.6481,0.0155,0.0643,0.3006,0.6124,0.5715,0.0,0.0,0.199,0.8365,0.5,0.5,0.0663,,3790.91
Cora,GraphSAGE,dropedge,"{""rate"": 0.3}",123,0.81,0.00144,0.0,0.8796,0.8715,0.9818,0.1666,0.3874,0.1649,0.3255,0.0018,0.6597,0.6329,0.0195,0.0707,0.2868,0.653,0.5968,0.0118,0.0679,0.2917,0.6527,0.6444,0.014,0.0694,0.2888,0.6211,0.571,0.0,0.0,0.209,0.808,0.5,0.5,0.0568,,3790.91
Cora,GraphSAGE,dropedge,"{""rate"": 0.3}",456,0.81,0.00144,0.0,0.884,0.8722,0.9858,0.2217,0.4694,0.1833,0.346,0.0384,0.6546,0.6381,0.0104,0.0701,0.2915,0.667,0.6115,0.014,0.0702,0.2917,0.6662,0.6411,0.0155,0.0694,0.288,0.6368,0.58,0.0,0.0,0.215,0.884,0.5,0.5,0.04,,3790.91
Cora,GraphSAGE,dropedge,"{""rate"": 0.3}",789,0.81,0.00144,0.0,0.8759,0.8621,0.9872,0.2044,0.439,0.1894,0.3619,0.015,0.6794,0.6403,0.0176,0.0996,0.2925,0.6762,0.616,0.0177,0.0753,0.3072,0.6757,0.6514,0.0185,0.0761,0.3035,0.6496,0.596,0.0,0.0,0.235,0.86,0.5,0.5,0.0405,,3790.91
Cora,GraphSAGE,dropedge,"{""rate"": 0.3}",999,0.81,0.00144,0.0,0.8752,0.8661,0.984,0.1989,0.3989,0.204,0.378,-0.0051,0.651,0.6566,0.0087,0.0449,0.3116,0.6675,0.6078,0.0148,0.0613,0.3301,0.6672,0.6603,0.0162,0.0613,0.3279,0.6256,0.582,0.0,0.0,0.207,0.856,0.5,0.5,0.0449,,3790.91
Cora,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",42,0.81,0.00144,0.0,0.8767,0.869,0.9799,0.1315,0.1948,0.069,0.079,0.0625,0.6865,0.678,0.0,0.0163,0.3875,0.6673,0.6211,0.0,0.0118,0.3516,0.6686,0.6728,0.0,0.0118,0.3516,0.5953,0.5425,0.0,0.0,0.19,0.761,0.5,0.5,0.0912,,3790.91
Cora,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",123,0.81,0.00144,0.0,0.8781,0.8702,0.98,0.1204,0.1852,0.068,0.0759,0.0524,0.6724,0.6677,0.0,0.012,0.3619,0.6778,0.6344,0.0015,0.0126,0.3663,0.6782,0.6802,0.0015,0.0126,0.3641,0.6275,0.5735,0.0,0.0,0.239,0.7625,0.5,0.5,0.0998,,3790.91
Cora,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",456,0.81,0.00144,0.0,0.8863,0.8752,0.9851,0.1416,0.1987,0.075,0.0809,0.0666,0.6611,0.6691,0.0,0.0119,0.3583,0.6768,0.6315,0.0007,0.0207,0.3589,0.6776,0.6713,0.0007,0.0207,0.3604,0.631,0.5915,0.0,0.0,0.21,0.8225,0.5,0.5,0.1127,,3790.91
Cora,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",789,0.81,0.00144,0.0,0.8789,0.8642,0.9848,0.1357,0.2073,0.0734,0.0891,0.0622,0.6916,0.6824,0.0,0.0249,0.3708,0.6908,0.6425,0.0,0.0229,0.3678,0.6916,0.6832,0.0,0.0236,0.37,0.624,0.5705,0.0,0.0,0.219,0.82,0.5,0.5,0.1013,,3790.91
Cora,GraphSAGE,label_smoothing,"{""alpha"": 0.1}",999,0.81,0.00144,0.0,0.8752,0.8651,0.9829,0.1356,0.1904,0.0777,0.0938,0.0579,0.6576,0.6787,0.0014,0.0116,0.369,0.678,0.6337,0.0007,0.0081,0.387,0.6787,0.688,0.0007,0.0081,0.3863,0.6442,0.5955,0.0,0.0,0.242,0.7785,0.5,0.5,0.0986,,3790.91
Cora,GraphSAGE,confidence_masking,"{""top_k"": 2}",42,0.81,0.00144,0.0,0.8796,0.8751,0.9638,0.1336,0.3866,0.0845,0.2072,0.0491,0.6398,0.6403,0.0104,0.0639,0.2964,0.6218,0.5635,0.0066,0.0487,0.274,0.6218,0.6289,0.0081,0.0517,0.274,0.577,0.5335,0.0,0.0,0.164,0.686,0.5,0.5,0.0667,,3790.91
Cora,GraphSAGE,confidence_masking,"{""top_k"": 2}",123,0.81,0.00144,0.0,0.8781,0.8698,0.9658,0.1207,0.3774,0.0859,0.2128,0.0348,0.6239,0.6241,0.0195,0.0602,0.2636,0.6201,0.5665,0.014,0.0524,0.2629,0.6201,0.6274,0.0155,0.0524,0.2629,0.6132,0.563,0.0,0.0,0.194,0.679,0.5,0.5,0.0698,,3790.91
Cora,GraphSAGE,confidence_masking,"{""top_k"": 2}",456,0.81,0.00144,0.0,0.8855,0.8767,0.9628,0.1471,0.4222,0.0925,0.2174,0.0546,0.6132,0.61,0.006,0.0866,0.2511,0.6264,0.5672,0.0133,0.0761,0.2592,0.6264,0.6178,0.0133,0.0761,0.2592,0.6036,0.5595,0.0,0.0,0.173,0.768,0.5,0.5,0.0572,,3790.91
Cora,GraphSAGE,confidence_masking,"{""top_k"": 2}",789,0.81,0.00144,0.0,0.8818,0.8671,0.9625,0.1502,0.4483,0.1018,0.2328,0.0484,0.6463,0.627,0.0146,0.082,0.2615,0.6389,0.5709,0.0177,0.0768,0.2629,0.6389,0.6289,0.0207,0.0768,0.2629,0.6122,0.5585,0.0,0.0,0.202,0.7585,0.5,0.5,0.0598,,3790.91
Cora,GraphSAGE,confidence_masking,"{""top_k"": 2}",999,0.81,0.00144,0.0,0.8774,0.8669,0.9677,0.14,0.4022,0.1115,0.2572,0.0286,0.6228,0.6322,0.0101,0.042,0.2684,0.631,0.5731,0.0199,0.0569,0.277,0.631,0.6307,0.0199,0.0569,0.277,0.6198,0.5795,0.0,0.0,0.211,0.7065,0.5,0.5,0.0644,,3790.91
Cora,GraphSAGE,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",42,0.81,0.00144,0.0,0.8796,0.8751,0.9808,0.1336,0.3866,0.0845,0.2072,0.0491,0.6414,0.6448,0.0089,0.0654,0.3077,0.6216,0.5665,0.0081,0.0495,0.271,0.6215,0.6292,0.0081,0.0517,0.2703,0.577,0.5335,0.0,0.0,0.164,0.686,0.5,0.5,0.0588,,3790.91
Cora,GraphSAGE,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",123,0.81,0.00144,0.0,0.8781,0.8698,0.9816,0.1207,0.3774,0.0859,0.2128,0.0348,0.6262,0.6219,0.0165,0.0602,0.2633,0.6217,0.5724,0.0118,0.0502,0.2607,0.6217,0.6233,0.0126,0.0502,0.2585,0.6132,0.563,0.0,0.0,0.194,0.679,0.5,0.5,0.0593,,3790.91
Cora,GraphSAGE,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",456,0.81,0.00144,0.0,0.8855,0.8767,0.9864,0.1471,0.4222,0.0925,0.2174,0.0546,0.6138,0.613,0.006,0.0701,0.2507,0.6261,0.5687,0.0133,0.0672,0.2555,0.6258,0.6163,0.0133,0.0679,0.2518,0.6036,0.5595,0.0,0.0,0.173,0.768,0.5,0.5,0.0414,,3790.91
Cora,GraphSAGE,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",789,0.81,0.00144,0.0,0.8818,0.8671,0.9877,0.1502,0.4483,0.1018,0.2328,0.0484,0.6417,0.6196,0.0146,0.082,0.2488,0.6369,0.5768,0.0162,0.0761,0.2637,0.6364,0.62,0.0162,0.0768,0.2555,0.6122,0.5585,0.0,0.0,0.202,0.7585,0.5,0.5,0.0435,,3790.91
Cora,GraphSAGE,epsd_ablation,"{""lambda_epsd"": 5.0, ""ablation"": ""non_ego_consistency""}",999,0.81,0.00144,0.0,0.8774,0.8669,0.9846,0.14,0.4022,0.1115,0.2572,0.0286,0.6233,0.6226,0.0101,0.0377,0.2739,0.6316,0.5716,0.0199,0.0524,0.2836,0.6314,0.6348,0.0199,0.0524,0.2829,0.6198,0.5795,0.0,0.0,0.211,0.7065,0.5,0.5,0.0479,,3790.91
Cora,GraphSAGE,dp_sgd,{},42,0.81,0.00144,0.0,0.8597,0.8497,0.9778,0.168,0.6779,0.1645,0.6567,0.0035,0.5506,0.5421,0.0193,0.0698,0.1102,0.5389,0.5,0.0,0.0,0.1071,0.5539,0.5473,0.0059,0.0443,0.0953,0.5374,0.521,0.0,0.0,0.057,0.7655,0.5,0.5,0.1153,22.5213,3790.91
Cora,GraphSAGE,dp_sgd,{},123,0.81,0.00144,0.0,0.8678,0.8569,0.9743,0.1106,0.5342,0.1735,0.7096,-0.0628,0.5457,0.5347,0.0135,0.0541,0.1123,0.5531,0.5,0.0,0.0,0.1115,0.5559,0.5436,0.0,0.0,0.1115,0.5322,0.5165,0.0,0.0,0.059,0.7715,0.5,0.5,0.1066,22.5213,3868.44
