dataset,model,defense,defense_params,seed,config_hash,homophily,density,test_accuracy,val_accuracy,train_accuracy,gen_gap,split_protocol,test_f1,test_auroc,conf_attack_auc,conf_attack_acc,threshold_attack_auc,threshold_attack_acc,conf_tpr_at_0.001_fpr,conf_tpr_at_0.01_fpr,gap_attack_auc,gap_attack_acc,mlp_phi_attack_auc,mlp_phi_attack_acc,shadow_attack_auc,shadow_attack_acc,lira_attack_auc,lira_attack_acc,lira_tpr_at_0.001_fpr,lira_tpr_at_0.01_fpr,ece_test,train_seconds,multi_query_k,dp_epsilon,noise_mass,frac_protected,frac_seeds,mean_scale,relative_noise_mass_vs_uniform,n_protected
Actor,GraphSAGE,gtd,"{""gamma"": 1.0, ""stage1_frac"": 0.5, ""pseudo_conf"": 0.8}",456,eac9960f8ba0,0.2188,0.00052,0.3349,0.3342,0.8576,0.5227,random_40_20_40,0.3145,0.6602,0.8484,0.7661,0.7944,0.7569,0.0,0.0115,0.7613,0.7613,0.8506,0.7655,,,0.5937,0.5709,0.0046,0.027,0.2636,1.6265,1,,,,,,,
Actor,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",42,eac9960f8ba0,0.2188,0.00052,0.3312,0.3191,0.752,0.4207,random_40_20_40,0.3153,0.6003,0.7666,0.7161,0.7552,0.703,0.0,0.0171,0.7104,0.7104,0.7674,0.7158,,,0.5556,0.5372,0.003,0.0253,0.245,5.0679,1,,1477.8759,0.9999,,0.1945,0.5556,7599.0
Actor,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",123,eac9960f8ba0,0.2188,0.00052,0.3135,0.3211,0.7724,0.4589,random_40_20_40,0.2907,0.6003,0.7815,0.7286,0.7728,0.7214,0.0,0.0243,0.7294,0.7294,0.7822,0.7286,,,0.5518,0.5436,0.0141,0.0451,0.26,5.1673,1,,1355.2224,0.9999,,0.1783,0.5095,7599.0
Actor,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",456,eac9960f8ba0,0.2188,0.00052,0.3095,0.3533,0.7691,0.4595,random_40_20_40,0.2939,0.607,0.7869,0.7329,0.7771,0.7266,0.0,0.0,0.7298,0.7298,0.7883,0.7365,,,0.5603,0.5429,0.0099,0.0329,0.2633,5.1785,1,,1343.0946,0.9995,,0.1767,0.5049,7596.0
Actor,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",42,eac9960f8ba0,0.2188,0.00052,0.3326,0.3928,0.7461,0.4135,random_40_20_40,0.3159,0.6267,0.7632,0.7171,0.7571,0.7089,0.0,0.0125,0.7067,0.7067,0.7722,0.7194,,,0.5616,0.5469,0.0036,0.0181,0.2546,5.459,1,,912.6,0.4003,0.1532,0.1201,0.4003,3042.0
Actor,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",123,eac9960f8ba0,0.2188,0.00052,0.3257,0.4099,0.7632,0.4375,random_40_20_40,0.3057,0.6362,0.7718,0.7197,0.7605,0.7178,0.0,0.0184,0.7188,0.7188,0.7825,0.7266,,,0.5531,0.549,0.0072,0.0217,0.2623,5.3741,1,,911.1,0.3996,0.1321,0.1199,0.3996,3037.0
Actor,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",456,eac9960f8ba0,0.2188,0.00052,0.324,0.4099,0.7579,0.4339,random_40_20_40,0.3095,0.626,0.7811,0.7309,0.7651,0.7204,0.0,0.0194,0.7169,0.7169,0.7897,0.7342,,,0.5697,0.5551,0.0079,0.0181,0.2684,5.4384,1,,911.7,0.3999,0.1354,0.12,0.3999,3039.0
Actor,GraphSAGE,harp_k0,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 0, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",42,eac9960f8ba0,0.2188,0.00052,0.3237,0.3941,0.7724,0.4487,random_40_20_40,0.3071,0.6192,0.7823,0.7306,0.7717,0.724,0.0,0.0089,0.7243,0.7243,0.7964,0.7336,,,0.568,0.5503,0.003,0.0187,0.2625,5.3068,1,,911.7,0.3999,0.3999,0.12,0.3999,3039.0
Actor,GraphSAGE,harp_k0,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 0, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",123,eac9960f8ba0,0.2188,0.00052,0.3151,0.3993,0.7882,0.473,random_40_20_40,0.2937,0.6222,0.7994,0.7352,0.7775,0.725,0.0,0.0145,0.7365,0.7365,0.8035,0.7362,,,0.5569,0.5477,0.0066,0.0227,0.2694,5.2597,1,,911.7,0.3999,0.3999,0.12,0.3999,3039.0
Actor,GraphSAGE,harp_k0,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 0, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",456,eac9960f8ba0,0.2188,0.00052,0.3132,0.3901,0.7888,0.4757,random_40_20_40,0.299,0.6245,0.7957,0.748,0.7845,0.7411,0.0,0.0125,0.7378,0.7378,0.8019,0.7454,,,0.572,0.5541,0.0109,0.0217,0.2722,5.1828,1,,911.7,0.3999,0.3999,0.12,0.3999,3039.0
Actor,GraphSAGE,harp_k2,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 2, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",42,eac9960f8ba0,0.2188,0.00052,0.325,0.3757,0.7793,0.4543,random_40_20_40,0.3113,0.6195,0.7885,0.7322,0.7767,0.7234,0.0,0.0115,0.7271,0.7271,0.8027,0.7352,,,0.5699,0.5497,0.0036,0.0138,0.2628,5.4481,1,,913.2,0.4005,0.0108,0.1202,0.4005,3044.0
Actor,GraphSAGE,harp_k2,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 2, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",123,eac9960f8ba0,0.2188,0.00052,0.3168,0.3947,0.7796,0.4628,random_40_20_40,0.2978,0.6199,0.7959,0.7349,0.7838,0.7309,0.0,0.0158,0.7314,0.7314,0.8024,0.728,,,0.5588,0.5538,0.0109,0.0237,0.2689,5.4459,1,,912.3,0.4001,0.0205,0.12,0.4001,3041.0
Actor,GraphSAGE,harp_k2,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 2, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",456,eac9960f8ba0,0.2188,0.00052,0.3181,0.4013,0.7845,0.4664,random_40_20_40,0.3019,0.6183,0.8003,0.7414,0.7871,0.7309,0.0,0.0178,0.7332,0.7332,0.8047,0.7378,,,0.5792,0.5638,0.0043,0.0174,0.2697,5.4985,1,,913.2,0.4005,0.0193,0.1202,0.4005,3044.0
Actor,GraphSAGE,harp_uniform,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": false, ""arch_aware"": true, ""risk_frac"": 1.0, ""k_hops"": 0, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": false}",42,eac9960f8ba0,0.2188,0.00052,0.3214,0.2257,0.748,0.4266,random_40_20_40,0.3027,0.6187,0.7697,0.7237,0.7595,0.7082,0.0,0.0112,0.7133,0.7133,0.7719,0.7276,,,0.5736,0.5613,0.001,0.0181,0.2904,4.1832,1,,911.7,0.3999,0.3999,0.12,0.3999,3039.0
Actor,GraphSAGE,harp_uniform,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": false, ""arch_aware"": true, ""risk_frac"": 1.0, ""k_hops"": 0, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": false}",123,eac9960f8ba0,0.2188,0.00052,0.3194,0.2217,0.7576,0.4382,random_40_20_40,0.2955,0.6171,0.7786,0.7217,0.7663,0.7138,0.0,0.0214,0.7191,0.7191,0.7849,0.722,,,0.5572,0.55,0.0049,0.0217,0.2911,4.0971,1,,911.7,0.3999,0.3999,0.12,0.3999,3039.0
Actor,GraphSAGE,harp_uniform,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": false, ""arch_aware"": true, ""risk_frac"": 1.0, ""k_hops"": 0, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": false}",456,eac9960f8ba0,0.2188,0.00052,0.3125,0.2197,0.7599,0.4474,random_40_20_40,0.2918,0.6135,0.7918,0.7303,0.775,0.7211,0.0,0.0197,0.7237,0.7237,0.7955,0.7322,,,0.5765,0.5599,0.0046,0.0194,0.2867,4.1507,1,,911.7,0.3999,0.3999,0.12,0.3999,3039.0
Actor,GraphSAGE,harp_release_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": false}",42,eac9960f8ba0,0.2188,0.00052,0.3214,0.3026,0.7773,0.4559,random_40_20_40,0.3085,0.622,0.784,0.7329,0.7783,0.7207,0.0,0.0155,0.728,0.728,0.7908,0.7296,,,0.566,0.547,0.002,0.0171,0.2735,1.8955,1,,912.6,0.4003,0.1532,0.1201,0.4003,3042.0
Actor,GraphSAGE,harp_release_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": false}",123,eac9960f8ba0,0.2188,0.00052,0.3293,0.3211,0.7868,0.4576,random_40_20_40,0.3143,0.6367,0.7815,0.7299,0.7744,0.727,0.0,0.0211,0.7288,0.7288,0.7894,0.7332,,,0.5571,0.5516,0.0095,0.0207,0.2624,1.8468,1,,911.1,0.3996,0.1321,0.1199,0.3996,3037.0
Actor,GraphSAGE,harp_release_only,"{""lam"": 0.0, ""use_lte"": true, ""use_gate"": false, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": false}",456,eac9960f8ba0,0.2188,0.00052,0.3178,0.3092,0.7789,0.4612,random_40_20_40,0.3033,0.6244,0.7974,0.7484,0.7812,0.7322,0.0,0.0207,0.7306,0.7306,0.8021,0.7418,,,0.5758,0.5604,0.0079,0.0197,0.274,1.8585,1,,911.7,0.3999,0.1354,0.12,0.3999,3039.0
Cora,GCN,none,{},42,eac9960f8ba0,0.81,0.00144,0.8717,0.8487,0.9825,0.1108,random_40_20_40,0.8677,0.9827,0.5771,0.5743,0.5692,0.5392,0.0,0.0046,0.5554,0.5554,0.5578,0.566,,,0.5434,0.5319,0.0055,0.0212,0.0524,0.3223,1,,,,,,,
Cora,GCN,none,{},123,eac9960f8ba0,0.81,0.00144,0.8587,0.8653,0.9852,0.1265,random_40_20_40,0.8484,0.9783,0.5703,0.5651,0.5769,0.5355,0.0,0.0129,0.5633,0.5633,0.5708,0.5743,,,0.5517,0.5282,0.0065,0.0259,0.0415,0.3108,1,,,,,,,
Cora,GCN,none,{},456,eac9960f8ba0,0.81,0.00144,0.8726,0.8764,0.9834,0.1108,random_40_20_40,0.8659,0.9835,0.5859,0.5789,0.5614,0.5328,0.0,0.0065,0.5554,0.5554,0.5985,0.578,,,0.5335,0.5291,0.0009,0.0102,0.0328,0.3,1,,,,,,,
Cora,GCN,lbp,"{""scale"": 0.3}",42,eac9960f8ba0,0.81,0.00144,0.6971,0.6716,0.771,0.0739,random_40_20_40,0.6762,0.8986,0.5427,0.5439,0.5533,0.5328,0.0,0.0,0.5369,0.5369,0.5471,0.53,,,0.5136,0.5032,0.0009,0.0111,0.1399,0.3115,1,,812.4,1.0,,0.3,1.0,2708.0
Cora,GCN,lbp,"{""scale"": 0.3}",123,eac9960f8ba0,0.81,0.00144,0.687,0.7066,0.7664,0.0794,random_40_20_40,0.661,0.8923,0.5422,0.5374,0.5391,0.5088,0.0,0.0157,0.5397,0.5397,0.5324,0.5346,,,0.5246,0.5152,0.0055,0.0203,0.129,0.3123,1,,812.4,1.0,,0.3,1.0,2708.0
Cora,GCN,lbp,"{""scale"": 0.3}",456,eac9960f8ba0,0.81,0.00144,0.6934,0.6937,0.7682,0.0748,random_40_20_40,0.6677,0.8922,0.536,0.554,0.5398,0.5282,0.0,0.0,0.5374,0.5374,0.5703,0.5725,,,0.4971,0.5,0.0037,0.0157,0.1291,0.3009,1,,812.4,1.0,,0.3,1.0,2708.0
Cora,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",42,eac9960f8ba0,0.81,0.00144,0.856,0.8506,0.9658,0.1099,random_40_20_40,0.8504,0.953,0.5619,0.5531,0.5583,0.5319,0.0,0.0,0.5549,0.5549,0.5378,0.5217,,,0.5153,0.5115,0.0028,0.0129,0.106,1.0414,1,,283.1536,0.9996,,0.1046,0.2987,2707.0
Cora,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",123,eac9960f8ba0,0.81,0.00144,0.8513,0.8561,0.9668,0.1154,random_40_20_40,0.8378,0.9504,0.558,0.5503,0.5593,0.5355,0.0,0.0148,0.5577,0.5577,0.5613,0.5392,,,0.5218,0.5185,0.0074,0.0129,0.1072,1.0032,1,,271.6606,0.9996,,0.1003,0.2866,2707.0
Cora,GCN,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",456,eac9960f8ba0,0.81,0.00144,0.8652,0.8635,0.9695,0.1043,random_40_20_40,0.8599,0.9612,0.5597,0.5439,0.5598,0.5402,0.0,0.0,0.5522,0.5522,0.5382,0.5614,,,0.4936,0.4908,0.0028,0.0157,0.1214,0.997,1,,277.2389,0.9996,,0.1024,0.2925,2707.0
Cora,GCN,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",42,eac9960f8ba0,0.81,0.00144,0.8116,0.7952,0.8966,0.0849,random_40_20_40,0.7975,0.9457,0.5718,0.5522,0.5024,0.482,0.0,0.0074,0.5425,0.5425,0.5811,0.5623,,,0.534,0.5268,0.0037,0.0111,0.0285,1.1137,1,,324.9,0.3999,0.1946,0.12,0.3999,1083.0
Cora,GCN,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",123,eac9960f8ba0,0.81,0.00144,0.8144,0.7934,0.8947,0.0803,random_40_20_40,0.7951,0.9366,0.5431,0.5245,0.5241,0.5088,0.0083,0.0129,0.5402,0.5402,0.5544,0.5291,,,0.5387,0.5272,0.0092,0.0139,0.0238,1.1141,1,,324.9,0.3999,0.1798,0.12,0.3999,1083.0
Cora,GCN,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",456,eac9960f8ba0,0.81,0.00144,0.8199,0.8137,0.8984,0.0785,random_40_20_40,0.8145,0.9513,0.5747,0.5328,0.5128,0.506,0.0,0.0065,0.5392,0.5392,0.5859,0.5457,,,0.5136,0.5115,0.0018,0.0083,0.0399,1.1097,1,,324.6,0.3996,0.1835,0.1199,0.3996,1082.0
PubMed,GraphSAGE,none,{},42,eac9960f8ba0,0.8024,0.000228,0.8795,0.8651,0.905,0.0255,random_40_20_40,0.8752,0.9675,0.5052,0.5146,0.5193,0.5108,0.0015,0.0108,0.5127,0.5127,0.503,0.5126,,,0.504,0.5023,0.0008,0.0123,0.0372,2.8172,1,,,,,,,
PubMed,GraphSAGE,none,{},123,eac9960f8ba0,0.8024,0.000228,0.8779,0.877,0.8913,0.0134,random_40_20_40,0.8726,0.9691,0.5023,0.497,0.5102,0.5048,0.0008,0.0093,0.5067,0.5067,0.502,0.499,,,0.5056,0.501,0.0009,0.0128,0.041,2.9609,1,,,,,,,
PubMed,GraphSAGE,none,{},456,eac9960f8ba0,0.8024,0.000228,0.8705,0.877,0.9001,0.0295,random_40_20_40,0.8663,0.9659,0.5073,0.5087,0.5155,0.5089,0.0011,0.0114,0.5148,0.5148,0.5076,0.5086,,,0.5063,0.5075,0.0006,0.01,0.029,2.9955,1,,,,,,,
PubMed,GraphSAGE,lbp,"{""scale"": 0.3}",42,eac9960f8ba0,0.8024,0.000228,0.7649,0.7548,0.7913,0.0264,random_40_20_40,0.7571,0.8827,0.5136,0.5081,0.5203,0.5134,0.0,0.0,0.5132,0.5132,0.5119,0.5074,,,0.4959,0.4963,0.0005,0.0081,0.0693,3.0219,1,,5915.1,1.0,,0.3,1.0,19717.0
PubMed,GraphSAGE,lbp,"{""scale"": 0.3}",123,eac9960f8ba0,0.8024,0.000228,0.7772,0.7695,0.771,-0.0062,random_40_20_40,0.7683,0.8875,0.497,0.4989,0.5,0.5011,0.0,0.0,0.4969,0.4969,0.4941,0.4949,,,0.4984,0.4958,0.0022,0.0113,0.0742,3.0287,1,,5915.1,1.0,,0.3,1.0,19717.0
PubMed,GraphSAGE,lbp,"{""scale"": 0.3}",456,eac9960f8ba0,0.8024,0.000228,0.7624,0.7657,0.7789,0.0165,random_40_20_40,0.7538,0.8754,0.4997,0.502,0.5067,0.5051,0.0,0.0,0.5082,0.5082,0.502,0.4974,,,0.5029,0.5053,0.0005,0.009,0.0742,2.9618,1,,5915.1,1.0,,0.3,1.0,19717.0
PubMed,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",42,eac9960f8ba0,0.8024,0.000228,0.8562,0.8359,0.8775,0.0213,random_40_20_40,0.8512,0.9361,0.5179,0.5135,0.5144,0.5084,0.0,0.0,0.5107,0.5107,0.5205,0.5096,,,0.4979,0.4985,0.0013,0.0123,0.0747,10.481,1,,2718.6309,0.9999,,0.1379,0.394,19716.0
PubMed,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",123,eac9960f8ba0,0.8024,0.000228,0.8546,0.857,0.8651,0.0105,random_40_20_40,0.8489,0.9379,0.5011,0.4994,0.5078,0.5022,0.0,0.0,0.5053,0.5053,0.5004,0.5002,,,0.4949,0.4951,0.002,0.0098,0.0752,10.5474,1,,2736.8321,0.9999,,0.1388,0.3966,19716.0
PubMed,GraphSAGE,sami,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""noise_scale"": 0.35, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05}",456,eac9960f8ba0,0.8024,0.000228,0.8562,0.8582,0.8789,0.0227,random_40_20_40,0.8513,0.9355,0.5006,0.5051,0.5143,0.5089,0.0,0.0,0.5113,0.5113,0.5065,0.5006,,,0.494,0.4962,0.0014,0.011,0.0753,10.59,1,,2736.1897,0.9999,,0.1388,0.3965,19715.0
PubMed,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",42,eac9960f8ba0,0.8024,0.000228,0.8363,0.8225,0.8505,0.0142,random_40_20_40,0.8307,0.9291,0.5342,0.5216,0.4997,0.4911,0.0,0.0,0.5071,0.5071,0.5221,0.5107,,,0.5028,0.5039,0.0014,0.0128,0.0335,11.3887,1,,2366.7,0.4001,0.2501,0.12,0.4001,7889.0
PubMed,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",123,eac9960f8ba0,0.8024,0.000228,0.84,0.8359,0.8345,-0.0055,random_40_20_40,0.8335,0.9314,0.512,0.5092,0.4981,0.4916,0.0,0.0,0.4973,0.4973,0.5172,0.4998,,,0.503,0.5022,0.001,0.0118,0.0355,11.36,1,,2366.1,0.4,0.2413,0.12,0.4,7887.0
PubMed,GraphSAGE,harp,"{""lam"": 0.5, ""use_lte"": true, ""use_gate"": true, ""arch_aware"": true, ""risk_frac"": 0.3, ""k_hops"": 1, ""strong_noise_scale"": 0.3, ""weak_noise_scale"": 0.0, ""target_protect_frac"": 0.4, ""budget_B"": 0.0, ""warmup_epochs"": 5, ""entropy_coef"": 0.05, ""train_on_protected"": true}",456,eac9960f8ba0,0.8024,0.000228,0.8394,0.8367,0.8525,0.0132,random_40_20_40,0.8325,0.9312,0.5225,0.5042,0.5014,0.4961,0.0,0.0,0.5066,0.5066,0.5243,0.5122,,,0.5016,0.5056,0.0014,0.0109,0.0359,11.2576,1,,2365.2,0.3999,0.2499,0.12,0.3999,7884.0
