dataset,model,defense,defense_params,seed,homophily,density,train_time_seconds,test_accuracy,test_f1,test_auroc,train_ego_gap,train_ego_gap_std,test_ego_gap,test_ego_gap_std,ego_gap_diff,conf_attack_auc,conf_attack_acc,conf_attack_tpr01,conf_attack_tpr05,conf_attack_adv,threshold_attack_auc,threshold_attack_acc,threshold_attack_tpr01,threshold_attack_tpr05,threshold_attack_adv,shadow_attack_auc,shadow_attack_acc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,label_only_attack_auc,label_only_attack_acc,label_only_attack_tpr01,label_only_attack_tpr05,label_only_attack_adv,label_only_flip_rate,ece_test,actual_dp_epsilon,dp_delta,dp_clip_norm,dp_noise_multiplier,lambda_epsd,epsd_ablation,model_sha256,prediction_sha256,normal_loss_ep1,epsd_kl_loss_ep1,total_loss_ep1,normal_loss_final,epsd_kl_loss_final,total_loss_final
synthetic_high_sparse,GCN,confidence_masking,"{""top_k"": 2}",1024,0.7995,0.005,0.0,0.865,0.862,0.9702,0.2568,0.5851,0.239,0.505,0.0177,0.595,0.5769,0.0778,0.1,0.2143,0.5966,0.5549,0.033,0.0879,0.1593,0.5962,0.5632,0.0495,0.0879,0.1593,,,,,,,0.0889,,,,,0.0,none,33bceba43d32dd03f908553e78ea74b80d9d2ec7cc5621d2e8b155c49e444e38,cd86daa39dd24a85e607ea4d9fb5c35306994cd5cd59acc90c14a189acdf4302,1.762,0.0,1.762,0.0543,0.0,0.0543
synthetic_high_sparse,GCN,confidence_masking,"{""top_k"": 2}",2024,0.7995,0.005,0.0,0.845,0.8442,0.9512,0.2617,0.5797,0.2019,0.4714,0.0599,0.5898,0.6042,0.0,0.0632,0.2262,0.5991,0.5625,0.0,0.0938,0.2292,0.5988,0.6016,0.0,0.0938,0.2292,,,,,,,0.1115,,,,,0.0,none,cd52e2a344b9a08c1fb404aa1adf876f3d5ccd94b37e6b0b62db496ea4eedfbe,6696b9af88e8d4459927275000ca310afef84ebe52e95d68e4d1b95bdcf20f91,1.9272,0.0,1.9272,0.0487,0.0,0.0487
synthetic_high_sparse,GCN,confidence_masking,"{""top_k"": 2}",3141,0.7995,0.005,0.0,0.895,0.8859,0.9745,0.2524,0.5951,0.2269,0.5086,0.0254,0.6299,0.6056,0.0122,0.0488,0.2695,0.6392,0.5889,0.0,0.1111,0.2444,0.6391,0.6139,0.0167,0.1111,0.2444,,,,,,,0.0609,,,,,0.0,none,06464e1be24f5d8c8aae34dc7be387db422cdcf687a954b19ef7e3bda30134b3,2433af096a5f9d5000742734b9b97b8666d9a595c0ef58348149e3bed87c28d2,2.1988,0.0,2.1988,0.0382,0.0,0.0382
synthetic_high_sparse,GCN,confidence_masking,"{""top_k"": 2}",5000,0.7995,0.005,0.0,0.88,0.8816,0.9604,0.2651,0.5887,0.242,0.519,0.0231,0.6168,0.5579,0.0349,0.0465,0.2258,0.6591,0.6158,0.0,0.1053,0.2737,0.6591,0.6079,0.0368,0.1053,0.2737,,,,,,,0.0788,,,,,0.0,none,8976bfe7e7d3cca43f68dd0fb95c0afa860bfcee86ed392980b45b7ef6f9cdc1,eb86811b0f64d04857d0dacc3f52a9f6d71aa49e67b3573dd0f9b3fe1a7192ac,1.8344,0.0,1.8344,0.0319,0.0,0.0319
synthetic_high_sparse,GCN,confidence_masking,"{""top_k"": 2}",7777,0.7995,0.005,0.0,0.85,0.8474,0.9646,0.3575,0.6854,0.2649,0.5413,0.0925,0.6414,0.6263,0.0,0.0947,0.2737,0.6216,0.5684,0.0,0.0789,0.2368,0.6214,0.6053,0.0,0.0789,0.2368,,,,,,,0.0822,,,,,0.0,none,4228cbc6e02d1c6caceb2df76327300f220272410ddd5dd2b8f536b7e9ecf8fa,3d8f9751f60f84a08e76568d9157f3f588fe077f9cd507a316860fce5698bd3d,1.9415,0.0,1.9415,0.0424,0.0,0.0424
synthetic_high_sparse,GCN,confidence_masking,"{""top_k"": 2}",9999,0.7995,0.005,0.0,0.89,0.8867,0.9755,0.2994,0.65,0.2616,0.5322,0.0378,0.6251,0.5756,0.0976,0.1585,0.1989,0.6058,0.5581,0.0,0.0988,0.1919,0.6057,0.5959,0.0058,0.0988,0.1919,,,,,,,0.0768,,,,,0.0,none,af45932048944ba10c63bcebc836904a1d577eca61b744231d3d5db5a1bbaa6b,7349b236ac089debd5cb0ec5b47263ce44e198d052dabb059bb5e65dabd802f4,1.9694,0.0,1.9694,0.036,0.0,0.036
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",42,0.7995,0.005,0.0,0.81,0.8094,0.9577,0.2592,0.5764,0.1662,0.3946,0.0929,0.7545,0.6337,0.0595,0.1071,0.4102,0.7313,0.6686,0.0581,0.0872,0.3605,0.7308,0.6424,0.0581,0.093,0.3605,,,,,,,0.1057,,,,,0.0,none,13a62b6236dae42ba48b4659c944d88ef3287995fb182d9b68bf4bba0f483f53,025a01a0fcd12c71e1a23e247e2a0c07215538505bcd4b48c5815ef84be33d9b,2.0464,0.0,2.0464,0.028,0.0,0.028
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",123,0.7995,0.005,0.0,0.83,0.8308,0.9732,0.3136,0.6486,0.2569,0.5267,0.0567,0.6696,0.623,0.022,0.0989,0.2904,0.6415,0.5847,0.0273,0.1038,0.235,0.6411,0.6066,0.0383,0.0984,0.235,,,,,,,0.115,,,,,0.0,none,2b31f123567c3b5d8d353676a66bc3d83985b02fbd5585326d17c6ab7f9dcb1c,ee3b435e7b8e10393ecc87486a36c8cfd4acb5893e69af34741115df2eb8d524,1.7374,0.0,1.7374,0.0331,0.0,0.0331
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",456,0.7995,0.005,0.0,0.875,0.8735,0.9746,0.2603,0.563,0.2891,0.5533,-0.0289,0.5938,0.5775,0.0326,0.0543,0.1748,0.6114,0.5508,0.0,0.0642,0.2193,0.6117,0.6016,0.0428,0.0642,0.2193,,,,,,,0.0888,,,,,0.0,none,2f95c0c564a9f17a22d5c2e7f7e8b4c1ff68dc7cc693e6977c76ae33a06d883c,7632be191b02bee469e10c98682a33b482c2cffb47a76eda9218b8f7b81b3b4c,2.1632,0.0,2.1632,0.0354,0.0,0.0354
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",789,0.7995,0.005,0.0,0.815,0.8145,0.9679,0.2674,0.5908,0.2793,0.5456,-0.0119,0.6907,0.6471,0.0316,0.0842,0.3383,0.6884,0.6203,0.0107,0.0695,0.3155,0.6887,0.6524,0.0107,0.0695,0.3155,,,,,,,0.1081,,,,,0.0,none,35c29902139329b9582a3c51ba334ade7d48b77cae14e879feac57acf0ca6070,06cf7083d8dae605186bfedbee80291089b39facac2084ace7c05448fa6b8bc4,2.3462,0.0,2.3462,0.0483,0.0,0.0483
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",1024,0.7995,0.005,0.0,0.83,0.8304,0.9727,0.253,0.5601,0.215,0.4728,0.038,0.5972,0.5879,0.0556,0.0889,0.2246,0.6214,0.5659,0.033,0.0769,0.2088,0.6216,0.5797,0.033,0.0824,0.2088,,,,,,,0.1059,,,,,0.0,none,194c18e7da74bee6b6b00006bfa65f58956fb3761f3e9e5b98a8a894a1797d66,8932daffbfbe61f2057a94cb75c19f45f934d8070ebaa9e81b676744be5daeff,1.8763,0.0,1.8763,0.0443,0.0,0.0443
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",2024,0.7995,0.005,0.0,0.795,0.7931,0.9546,0.266,0.5715,0.1872,0.4349,0.0788,0.6397,0.625,0.0,0.0632,0.2985,0.6432,0.5781,0.0,0.0521,0.2969,0.6428,0.612,0.0,0.0521,0.2969,,,,,,,0.1417,,,,,0.0,none,2e11cbf51b99c64d39861c0b667f35ac7656cdabfb1ee32d89e692875c07810b,f045a6eff604626616673e21fc143288b735e1290cf13f9232c3d77de9e498be,2.0795,0.0,2.0795,0.0648,0.0,0.0648
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",3141,0.7995,0.005,0.0,0.86,0.8514,0.972,0.2441,0.5679,0.2218,0.5017,0.0222,0.6478,0.6111,0.0122,0.061,0.3041,0.6634,0.6056,0.0,0.1278,0.2667,0.6623,0.6222,0.0111,0.1278,0.2556,,,,,,,0.1156,,,,,0.0,none,0fa8f635a5166d8ba6f18cf88b8fd055cbb8ac8f782aa861b5a2e15b2f68e088,28f7f9194f1db0586e7971df8afd86c95cf300d9dff4658ccfab67ce7e4b14eb,2.423,0.0,2.423,0.0468,0.0,0.0468
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",5000,0.7995,0.005,0.0,0.89,0.8923,0.9783,0.2608,0.5756,0.2452,0.5276,0.0155,0.6523,0.5526,0.0116,0.1512,0.2341,0.6861,0.6211,0.0,0.1474,0.2895,0.6856,0.6237,0.0053,0.1474,0.2895,,,,,,,0.0971,,,,,0.0,none,96ba19265d7741a8fdb0ac70bb7b0800e2a07e684b23ac45d8b775b510451d06,51cde99bd78b25296ca8db6b24d966d527054522c6f192f5c715e0307362e277,1.9298,0.0,1.9298,0.0283,0.0,0.0283
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",7777,0.7995,0.005,0.0,0.83,0.8276,0.9648,0.336,0.6305,0.2531,0.5059,0.0829,0.6652,0.6316,0.0,0.0632,0.3158,0.6418,0.5895,0.0,0.0579,0.2579,0.6417,0.6132,0.0053,0.0579,0.2579,,,,,,,0.1126,,,,,0.0,none,c17a52eab8e899683db38aa343b580904164c362d88257c62d4df2b7f2b2afb0,f6fe22330da1eafb26bd6b0f44e979eec00f4ed361ff7f31536d1c1e3f0a8011,2.0989,0.0,2.0989,0.0551,0.0,0.0551
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",9999,0.7995,0.005,0.0,0.85,0.8487,0.9812,0.2821,0.5963,0.2549,0.5249,0.0273,0.6594,0.5988,0.0244,0.0976,0.2827,0.6071,0.561,0.0,0.0465,0.2267,0.6072,0.6105,0.0116,0.0465,0.2267,,,,,,,0.1034,,,,,0.0,none,63cdce98eba7d970f04d3a2e239f2d5142468454c67015002e5df2bf4fc96642,a31df3ef85709cc6719fda11d81d3aea3bf00e025706b2abca24e6eaaa2ce9af,2.0472,0.0,2.0472,0.0748,0.0,0.0748
synthetic_high_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",42,0.7995,0.005,0.0,0.815,0.8115,0.9687,0.2161,0.4974,0.1391,0.3511,0.077,0.7279,0.6279,0.0119,0.2143,0.3604,0.7003,0.6337,0.0291,0.1512,0.314,0.6995,0.6308,0.0291,0.1453,0.3198,,,,,,,0.074,,,,,1.0,none,e09a5361d65d24505eb46f81266c878f3baf50ec74ba1290eeaa1c7d70760d5e,646910a53f90b24418b392d159ec8685d623ffcdde494db904f39cd0b707cc3b,2.0297,0.234,2.2637,0.0556,0.2295,0.2852
synthetic_high_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",123,0.7995,0.005,0.0,0.88,0.8757,0.9781,0.2493,0.5395,0.2278,0.4858,0.0215,0.6615,0.5847,0.011,0.0989,0.29,0.6309,0.5902,0.0328,0.0929,0.2186,0.6299,0.582,0.0328,0.0984,0.2186,,,,,,,0.0509,,,,,1.0,none,a0cefc6ded428f7d87f08d7aeb6a0684772a7b496053962c427e42d5307c470a,e77648b4f36c80d8fd0756b99da184a7efa87a4b8ba362516d47c70c48ca8f18,1.6614,0.2154,1.8768,0.0823,0.2752,0.3575
synthetic_high_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",456,0.7995,0.005,0.0,0.865,0.8634,0.9788,0.2339,0.5345,0.2757,0.5548,-0.0418,0.5201,0.5615,0.0,0.0109,0.2068,0.5667,0.5294,0.016,0.0267,0.1818,0.5665,0.5909,0.0214,0.0321,0.1818,,,,,,,0.0781,,,,,1.0,none,58dae41ebc527c240014deacd017d7807b2a07d1ee6bdf44dd288959fd495987,2ec6bfd26b29ae0544d0aa38751a21df91339d0b044da67f8e198348d59678f4,2.2518,0.22,2.4718,0.0555,0.2494,0.3049
synthetic_high_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",789,0.7995,0.005,0.0,0.865,0.8647,0.9763,0.219,0.5011,0.2539,0.5133,-0.035,0.5922,0.5882,0.0,0.0842,0.2117,0.6112,0.5722,0.0107,0.0695,0.2353,0.6117,0.5936,0.0107,0.0695,0.2353,,,,,,,0.0545,,,,,1.0,none,29a379ef097a5e14d6a4d3d35318dd66178e094a3b2e77f0391344070123bd91,8902495dd48dda3e3aab0796c919d2b2c32243f3c976e0bc3514709ad69485d9,2.2357,0.238,2.4738,0.0737,0.2299,0.3036
synthetic_high_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",1024,0.7995,0.005,0.0,0.865,0.8623,0.9803,0.2056,0.4852,0.214,0.4689,-0.0084,0.5609,0.5659,0.0111,0.0667,0.1411,0.5774,0.5549,0.0165,0.0879,0.1374,0.5756,0.533,0.022,0.0879,0.1319,,,,,,,0.0864,,,,,1.0,none,4cd80a822c24ffa84b45748ad3159e3ff812c93357809601a1d259bdbc4e0168,261cff0b7a51698c138cb1fde4bb53f3ff634feecea9d819d832174f346ca683,1.762,0.2324,1.9945,0.0628,0.2312,0.294
synthetic_high_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",2024,0.7995,0.005,0.0,0.83,0.8287,0.9665,0.2082,0.4874,0.1896,0.4434,0.0186,0.5835,0.5833,0.0,0.1263,0.2259,0.5938,0.5469,0.0052,0.0938,0.2188,0.5924,0.5807,0.0052,0.0885,0.2135,,,,,,,0.096,,,,,1.0,none,6940748220f84f1a60f52808c76099c756cf605ebf87daa98bb3533d5a07b3ad,eddd8f19bf3cc3d6efb69713643e0502b2f29c3c2b97bd7d165684b11b33074a,1.9272,0.2457,2.1729,0.0679,0.2559,0.3238
synthetic_high_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",3141,0.7995,0.005,0.0,0.89,0.8813,0.9868,0.1977,0.4854,0.2198,0.4946,-0.0221,0.6068,0.5722,0.0244,0.0488,0.225,0.6173,0.5611,0.0389,0.0667,0.2167,0.6175,0.6056,0.0389,0.0667,0.2167,,,,,,,0.0539,,,,,1.0,none,21b8bbe165b7ad6af443f9b7ef9a6ccdb698288ceec507438e0400360a587f05,b7fc1116623e9fbdcb5936b52a441ffe4b2d8e90db0e2267297a6e010f11948f,2.1988,0.2102,2.4091,0.0636,0.2363,0.2999
synthetic_high_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",5000,0.7995,0.005,0.0,0.875,0.8768,0.9828,0.2289,0.5368,0.2381,0.5156,-0.0092,0.589,0.5579,0.0116,0.0233,0.2323,0.6344,0.6,0.0158,0.0579,0.2474,0.6338,0.6211,0.0158,0.0579,0.2421,,,,,,,0.0835,,,,,1.0,none,c307daedb752534e0bd0e5124371529f2d65a510f6266b9a006cb739db469ef7,e9abfc01be877538670bf8fbcb795449b2950f0f1aa647e4ec773a283447cea8,1.8344,0.2301,2.0645,0.045,0.2507,0.2957
synthetic_high_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",7777,0.7995,0.005,0.0,0.85,0.8485,0.9755,0.2648,0.5269,0.237,0.4743,0.0279,0.6298,0.6105,0.0,0.0421,0.2947,0.6086,0.5737,0.0053,0.0895,0.2,0.6092,0.5789,0.0,0.0895,0.2,,,,,,,0.0631,,,,,1.0,none,db9acfc78d4df91cf37469bc589ab109bb6c35150a90975e855476b6bad6429b,2028d19ad4e05d6338488582734c7a16004326f4a833d89f17e581322adc2d5f,1.9415,0.2372,2.1786,0.1053,0.2971,0.4024
synthetic_high_sparse,GCN,epsd_tuned,"{""lambda_epsd"": 1.0}",9999,0.7995,0.005,0.0,0.895,0.8919,0.987,0.2316,0.5213,0.2367,0.4816,-0.0051,0.5884,0.564,0.061,0.122,0.197,0.578,0.5349,0.0058,0.0756,0.1919,0.5783,0.5814,0.0058,0.0756,0.1919,,,,,,,0.07,,,,,1.0,none,7326cbfc17dd3b0c61e89d1c3891cf76643e0defcb4988f2741e8a4a58b83490,aa74b80cc5a37792a73f10149a07e079a29101a05ae4959754869b3f344ee147,1.9694,0.2236,2.1929,0.0648,0.2619,0.3267
synthetic_high_sparse,GraphSAGE,none,{},42,0.7995,0.005,0.0,0.81,0.8108,0.9625,0.2539,0.6019,0.3178,0.6172,-0.064,0.7541,0.686,0.0476,0.119,0.4951,0.7388,0.6628,0.0,0.0,0.4884,0.7419,0.7122,0.0407,0.1163,0.4826,,,,,,,0.1274,,,,,0.0,none,411b837e00c6315452ecb2325ca1a69aaf5904e79d6205b4551f6a7e71019630,5fb300a6519ab39e9237543fda1fbb927f842de1fb7ab41944bab3f237fc58d8,1.8678,0.0,1.8678,0.0044,0.0,0.0044
synthetic_high_sparse,GraphSAGE,none,{},123,0.7995,0.005,0.0,0.86,0.8577,0.9679,0.3113,0.6591,0.3441,0.6564,-0.0328,0.7478,0.6393,0.022,0.1758,0.4225,0.7273,0.6393,0.0,0.0,0.4208,0.7289,0.6913,0.0219,0.153,0.4208,,,,,,,0.0971,,,,,0.0,none,0a7abaa86866aa219cdfc6669433c45a51fc2018f61c33767278b190d247a4f7,e88893ab1d6dc5a4fc5fd518b7769976c4e2b22ce408ddc4c42dc8a8c3afb4a4,1.9193,0.0,1.9193,0.0068,0.0,0.0068
synthetic_high_sparse,GraphSAGE,none,{},456,0.7995,0.005,0.0,0.88,0.8782,0.9797,0.2814,0.5676,0.5301,1.1658,-0.2487,0.6453,0.6096,0.0,0.0652,0.3867,0.7142,0.6364,0.0,0.0,0.4011,0.7119,0.6471,0.0267,0.0802,0.4011,,,,,,,0.085,,,,,0.0,none,aa043b03c68e7528d27adb7e48d82ec21e01e522e53506bf9928a126196c9f71,dbb60e87d9d22cb5d17c4df1cdca7e70330c9683aab84cd49c2c1b726749e6bf,1.8757,0.0,1.8757,0.0047,0.0,0.0047
synthetic_high_sparse,GraphSAGE,none,{},789,0.7995,0.005,0.0,0.885,0.8857,0.9814,0.2488,0.5898,0.4786,0.9942,-0.2298,0.7033,0.6952,0.0,0.1053,0.393,0.7018,0.6364,0.0,0.0,0.4118,0.7025,0.6845,0.016,0.0909,0.4118,,,,,,,0.0714,,,,,0.0,none,7c646f0e318b78df9f0f32a38543f046c312e5574b5c3a4fce65c046ef0ec3b8,786e15f28132e80c897791122d73802c7a55cae5cbd3a4edcda312fc68711ac4,1.8904,0.0,1.8904,0.0034,0.0,0.0034
synthetic_high_sparse,GraphSAGE,none,{},1024,0.7995,0.005,0.0,0.905,0.9037,0.9827,0.3209,0.7189,0.4633,1.1638,-0.1424,0.6937,0.6154,0.0,0.1444,0.3329,0.6681,0.6154,0.0,0.0,0.3187,0.6705,0.6154,0.0385,0.1099,0.3132,,,,,,,0.0612,,,,,0.0,none,428aa3b4b55a45b22e106218551cd76d924d69818af52be43a657916721c8622,d04dd36c9db2739b7da9b230d424d3236efd7788d33c6176d98a8a55851eb3c8,1.9205,0.0,1.9205,0.0063,0.0,0.0063
synthetic_high_sparse,GraphSAGE,none,{},2024,0.7995,0.005,0.0,0.855,0.8549,0.9664,0.2544,0.6174,0.3333,0.9235,-0.0789,0.676,0.6667,0.0105,0.0526,0.4424,0.6709,0.6042,0.0,0.0,0.3802,0.6702,0.6719,0.0104,0.0729,0.3802,,,,,,,0.1044,,,,,0.0,none,6959c174fc660556c99d75766f869df6a754f8b68a437fc1a1cf9e6072773117,e5a6a11e31301efdc9d24043001f371eaa016c20ebfcdbc217fd6ae68e15d657,1.8691,0.0,1.8691,0.0166,0.0,0.0166
synthetic_high_sparse,GraphSAGE,none,{},3141,0.7995,0.005,0.0,0.895,0.8923,0.9781,0.2653,0.6062,0.3207,0.6452,-0.0554,0.7476,0.6,0.0,0.061,0.4701,0.7153,0.6444,0.0,0.0,0.3944,0.7154,0.6667,0.0111,0.0611,0.3944,,,,,,,0.0837,,,,,0.0,none,d5431e5610bb9692248efe3b5bde78e5320336f9b03cc3f8a5849c97e4784996,7ba127394ae6c9265da0743dd64611b2b381cc8394a181cee9379a18bcd0043e,1.773,0.0,1.773,0.0071,0.0,0.0071
synthetic_high_sparse,GraphSAGE,none,{},5000,0.7995,0.005,0.0,0.86,0.8617,0.9795,0.2788,0.6729,0.4336,0.8781,-0.1548,0.6717,0.5632,0.0581,0.1628,0.3473,0.6876,0.6,0.0,0.0,0.3474,0.6961,0.6395,0.0211,0.1421,0.3474,,,,,,,0.1144,,,,,0.0,none,6c48bc6c84d953f5a5770da82d60602d0149fa192c1a947d89ef0093e2c6d7b5,6dbd2a5a90be36c04202e81693fe8bebe7813678b8d1e05d42f3686a35546cf2,1.7866,0.0,1.7866,0.0044,0.0,0.0044
synthetic_high_sparse,GraphSAGE,none,{},7777,0.7995,0.005,0.0,0.85,0.8491,0.9758,0.3807,0.7478,0.6631,1.1825,-0.2824,0.6615,0.6579,0.0,0.0632,0.3474,0.6755,0.5947,0.0,0.0,0.3684,0.6737,0.6763,0.0158,0.0789,0.3684,,,,,,,0.1057,,,,,0.0,none,e0800c9632a9a49050e6c038eaa519d2924d395bc6df29614b824b86b7013d05,50bd3db6c0e213eeb0d5dd6d5271fadc23a04b668a2789bdd53d5116a19eed78,1.9937,0.0,1.9937,0.0118,0.0,0.0118
synthetic_high_sparse,GraphSAGE,none,{},9999,0.7995,0.005,0.0,0.885,0.8832,0.9877,0.3066,0.6602,0.731,1.3616,-0.4244,0.6889,0.6337,0.0488,0.1463,0.3545,0.6916,0.6105,0.0,0.0,0.3547,0.6923,0.6424,0.0116,0.093,0.3547,,,,,,,0.0818,,,,,0.0,none,a29cdf710b4e431471fa1b59fbdd5a79f7a4ae8aadd92402d23d2c5f68d8b9b2,4778446601435fff82f3a47ec8c07baaeed4085f77b24d7012d6e6087b7228c9,1.7624,0.0,1.7624,0.0159,0.0,0.0159
synthetic_high_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",42,0.7995,0.005,0.0,0.845,0.8428,0.9703,0.3255,0.6608,0.4891,0.9651,-0.1637,0.7733,0.6802,0.0238,0.1786,0.5298,0.7592,0.686,0.0,0.0,0.5058,0.7626,0.6831,0.0349,0.1395,0.5058,,,,,,,0.1198,,,,,0.0,none,f280f3e63a86fc6fa473215ca54ed478bdee41cb2bd83eddebfe8dcd10cd9d37,9da1082bd2fee2b099167d97690f88e18d82e3b87574c141661ae383526d05d7,1.8632,0.0,1.8632,0.0262,0.0,0.0262
synthetic_high_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",123,0.7995,0.005,0.0,0.845,0.8408,0.9754,0.3948,0.7456,0.5054,0.7919,-0.1106,0.7604,0.6448,0.011,0.1648,0.4337,0.7424,0.6721,0.0,0.1257,0.4262,0.7421,0.6858,0.0164,0.1311,0.4262,,,,,,,0.0873,,,,,0.0,none,8b339ea1cee65f23847e47c7c9223bee65edcd3c0fed12ff2e4cf257e271a86f,ca912ee1be5c166ac175a9442a9dfb02d26fcb025ab4e58555f5a26f803056ef,1.872,0.0,1.872,0.0445,0.0,0.0445
synthetic_high_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",456,0.7995,0.005,0.0,0.89,0.8884,0.9847,0.3529,0.6266,0.7254,1.1819,-0.3725,0.7112,0.615,0.0109,0.0978,0.4166,0.7523,0.6845,0.0,0.123,0.4439,0.7527,0.6711,0.0535,0.1123,0.4385,,,,,,,0.0917,,,,,0.0,none,289b6984ecfdf7becf1598b717be56027287d9f22777fad66b0b0e2c2c53f65c,b43766bf08e403b0eb8c2eb9409aa8d9c78a5b4e6cfcf85ebb1367890e0615eb,1.8311,0.0,1.8311,0.0263,0.0,0.0263
synthetic_high_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",789,0.7995,0.005,0.0,0.89,0.8908,0.9829,0.3214,0.65,0.6765,0.9881,-0.3551,0.723,0.6791,0.0,0.0526,0.4087,0.7258,0.6684,0.0,0.0,0.4118,0.7257,0.6711,0.016,0.0374,0.4171,,,,,,,0.0542,,,,,0.0,none,2b65bdec569dd21cb59d6c0a551b3eb1441b9a27b61726226acbce970459f1d7,95a65536b328614d5b891827d491a30eb1ee0f0191fa130a31faf192e79e57fd,1.8222,0.0,1.8222,0.0705,0.0,0.0705
synthetic_high_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",1024,0.7995,0.005,0.0,0.92,0.9172,0.9851,0.3893,0.7303,0.6605,1.2586,-0.2712,0.7443,0.6264,0.0111,0.0667,0.4307,0.7091,0.6429,0.0,0.0934,0.3681,0.7094,0.6264,0.033,0.1099,0.3681,,,,,,,0.0597,,,,,0.0,none,6b0664105757d17b79a2ec3e98e767b0e8043eb410dd7f9733996dbb47776b85,1134adf4849f48b3f0f09a521729cdc81ec7d021b70567305fc7208514973f48,1.9028,0.0,1.9028,0.0479,0.0,0.0479
synthetic_high_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",2024,0.7995,0.005,0.0,0.84,0.8391,0.9722,0.3234,0.6041,0.5327,0.9317,-0.2092,0.7314,0.6927,0.0316,0.0947,0.463,0.7318,0.6562,0.0,0.099,0.4479,0.7313,0.6771,0.0156,0.1302,0.4375,,,,,,,0.0996,,,,,0.0,none,c4fbfb92dc91e594258181c1e850cff333251ae07f15fa73bc775f3ff47e0a26,b382a681a564797f78c16f05ff395b02c59d5740ff2513706821145155872e11,1.8603,0.0,1.8603,0.0698,0.0,0.0698
synthetic_high_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",3141,0.7995,0.005,0.0,0.895,0.8913,0.9855,0.3658,0.7478,0.4547,0.804,-0.0889,0.7789,0.5944,0.0,0.0854,0.4905,0.7402,0.6722,0.0,0.1,0.4167,0.7405,0.6667,0.0111,0.1167,0.4167,,,,,,,0.0678,,,,,0.0,none,bf9f3af28855afeffcfe49adb84836c0d1e26a6a7a7f31762d77271c1dfd5504,61e2793ffa76582c1919632c9cb45042a01cd1053d037a8520d81a3b700868e6,1.8477,0.0,1.8477,0.0544,0.0,0.0544
synthetic_high_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",5000,0.7995,0.005,0.0,0.905,0.9061,0.9878,0.3332,0.7274,0.5724,0.9163,-0.2392,0.7144,0.5737,0.0581,0.0698,0.3625,0.7346,0.6526,0.0,0.0,0.3947,0.7352,0.6526,0.0421,0.1105,0.4,,,,,,,0.0488,,,,,0.0,none,f894e0542f21650be72c4adb0badc3ebd7a5e631d4394fe03fa63d6cc743484c,9f32f0d284b821198cb5692f2407ceb6fb1e52de98f0ef13912769ad5707db04,1.7925,0.0,1.7925,0.0305,0.0,0.0305
synthetic_high_sparse,GraphSAGE,dropedge,"{""rate"": 0.3}",7777,0.7995,0.005,0.0,0.88,0.8803,0.9823,0.4237,0.6746,0.8212,1.3676,-0.3976,0.6978,0.6474,0.0,0.0421,0.3579,0.7071,0.6474,0.0,0.0632,0.3895,0.7072,0.6605,0.0105,0.0684,0.3842,,,,,,,0.0578,,,,,0.0,none,a137d75461f26ecbd312448988e629696e8e568ca10719b0a9adfcede676b15c,ed804cec38d68171bc60762f85bf51c672389729e229c6aec38dc76150193b38,1.8878,0.0,1.8878,0.0663,0.0,0.0663
