dataset,model,defense,defense_params,seed,homophily,density,train_time_seconds,test_accuracy,test_f1,test_auroc,train_ego_gap,train_ego_gap_std,test_ego_gap,test_ego_gap_std,ego_gap_diff,conf_attack_auc,conf_attack_acc,conf_attack_tpr01,conf_attack_tpr05,conf_attack_adv,threshold_attack_auc,threshold_attack_acc,threshold_attack_tpr01,threshold_attack_tpr05,threshold_attack_adv,shadow_attack_auc,shadow_attack_acc,shadow_attack_tpr01,shadow_attack_tpr05,shadow_attack_adv,label_only_attack_auc,label_only_attack_acc,label_only_attack_tpr01,label_only_attack_tpr05,label_only_attack_adv,label_only_flip_rate,loss_attack_auc,loss_attack_acc,loss_attack_tpr01,loss_attack_tpr05,loss_attack_adv,ece_test,actual_dp_epsilon,dp_delta,dp_clip_norm,dp_noise_multiplier,lambda_epsd,epsd_ablation,model_sha256,prediction_sha256,normal_loss_ep1,epsd_kl_loss_ep1,total_loss_ep1,normal_loss_final,epsd_kl_loss_final,total_loss_final
synthetic_high_sparse,GCN,label_smoothing,"{""alpha"": 0.2}",789,0.7995,0.005,0.0,0.85,0.8474,0.9762,0.1727,0.3633,0.1537,0.322,0.019,0.6659,0.6813,0.0127,0.038,0.3787,0.6476,0.6125,0.0,0.0375,0.35,0.7309,0.6594,0.0063,0.1313,0.3875,0.6212,0.5781,0.0375,0.0938,0.175,0.9969,0.6476,0.6125,0.0,0.0375,0.35,0.148,,,,,0.0,none,395f17cdb69bb5dc69fe6b2015829cb125fd1ba420ef3af6d219ca1f68a1e8fe,b89e3666e70332db6cfbe08b53bd8d9a6da7050264f72fd08107c0fdbd0b4976,2.2264,0.0,2.2264,0.7717,0.0,0.7717
synthetic_high_sparse,GCN,label_smoothing,"{""alpha"": 0.2}",1024,0.7995,0.005,0.0,0.865,0.8644,0.9776,0.1916,0.3738,0.1397,0.3131,0.0519,0.6209,0.6312,0.0128,0.0128,0.298,0.6143,0.5875,0.0063,0.0063,0.2812,0.6883,0.6625,0.0,0.0437,0.375,0.5342,0.5188,0.0,0.05,0.075,1.0,0.6143,0.5875,0.0063,0.0063,0.2812,0.1444,,,,,0.0,none,f79c3cf89d07af042e7e6a2f423c92b5922a44c7629dcab0be3ffcdc3996dd7a,3a2a2a56a96208a4d73b8a339127211fbd98319a3c26e62b2b98c985c8f1947d,1.8588,0.0,1.8588,0.7684,0.0,0.7684
synthetic_high_sparse,GCN,label_smoothing,"{""alpha"": 0.2}",2024,0.7995,0.005,0.0,0.82,0.8189,0.9607,0.1674,0.345,0.1335,0.3076,0.0338,0.7212,0.6438,0.0,0.2,0.4776,0.7191,0.65,0.0,0.0938,0.4125,0.7015,0.6625,0.025,0.0938,0.3375,0.5657,0.5281,0.0063,0.0187,0.15,1.0,0.7191,0.65,0.0,0.0938,0.4125,0.1228,,,,,0.0,none,c35b9fdefd0c68610a072404f32d2e7832a2c1e0adc770fb6ca90816db96b283,bb59bf60990765942ee7220c60cf112dee87275df40bc6d4a6380e2dc56e1bc0,1.9817,0.0,1.9817,0.7618,0.0,0.7618
synthetic_high_sparse,GCN,label_smoothing,"{""alpha"": 0.2}",3141,0.7995,0.005,0.0,0.875,0.8682,0.9759,0.1653,0.3505,0.1552,0.3511,0.0101,0.7569,0.725,0.0482,0.1446,0.4583,0.6796,0.6312,0.0,0.0125,0.4062,0.7429,0.7031,0.0437,0.1313,0.4188,0.609,0.5594,0.0,0.075,0.175,1.0,0.6796,0.6312,0.0,0.0125,0.4062,0.1756,,,,,0.0,none,70fc07a371fc8ae5a11e402885eac9ad04e9ec91e3b90fcb67d698dbb5e24322,c1630a62839d76a65033e145c7994dac3a03b48b8b62c8bb96b17490de7e7fc5,2.1537,0.0,2.1537,0.7649,0.0,0.7649
synthetic_high_sparse,GCN,label_smoothing,"{""alpha"": 0.2}",5000,0.7995,0.005,0.0,0.84,0.8414,0.9759,0.19,0.3643,0.1382,0.2977,0.0518,0.6966,0.6937,0.0,0.0526,0.5069,0.6618,0.6125,0.0,0.025,0.4,0.7321,0.7063,0.0187,0.1,0.4375,0.5412,0.5188,0.0125,0.0312,0.15,1.0,0.6618,0.6125,0.0,0.025,0.4,0.1464,,,,,0.0,none,15378db6012c5dfe04fd587d0610751ed050a3d754bb8dc77794615d17f12048,14426a2790104a4cdf2a4d0f0aee258af48793c4f122efe846002b8cd3e02fd8,1.8582,0.0,1.8582,0.7611,0.0,0.7611
synthetic_high_sparse,GCN,label_smoothing,"{""alpha"": 0.2}",7777,0.7995,0.005,0.0,0.805,0.805,0.9663,0.2384,0.4008,0.1489,0.3109,0.0895,0.6392,0.6438,0.0,0.0,0.3221,0.6268,0.6125,0.0,0.0063,0.2875,0.7046,0.6438,0.0187,0.0938,0.35,0.543,0.5344,0.0,0.0375,0.1,1.0,0.6268,0.6125,0.0,0.0063,0.2875,0.1177,,,,,0.0,none,40937c428b2159dd42f66a158d0f2b194d1007580b97649e23b8229f36eef1bd,7366d2f6aab4cc79e858c31111207107f0254de0cd10a59d91df31f980ce84dc,1.9735,0.0,1.9735,0.7591,0.0,0.7591
synthetic_high_sparse,GCN,label_smoothing,"{""alpha"": 0.2}",9999,0.7995,0.005,0.0,0.81,0.8084,0.9747,0.1842,0.3719,0.1518,0.3374,0.0324,0.6508,0.6282,0.0,0.0282,0.3697,0.6215,0.5833,0.0,0.0128,0.3077,0.7109,0.641,0.0385,0.1538,0.3333,0.6076,0.5385,0.0,0.0769,0.2179,0.9968,0.6215,0.5833,0.0,0.0128,0.3077,0.1192,,,,,0.0,none,760b705bfcce95cef886105585fc3801c626cbd56eddcbd1aedcd79bf33f24a0,a533bbb2eb9c6a9aa813d11862503949e2a5468d7a77948d9050979d56fb6112,2.0017,0.0,2.0017,0.7565,0.0,0.7565
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.05}",42,0.7995,0.005,0.0,0.81,0.8098,0.9653,0.2387,0.5776,0.1764,0.4106,0.0623,0.7433,0.6456,0.0256,0.1282,0.4455,0.7123,0.6361,0.0,0.1203,0.3354,0.7115,0.6519,0.019,0.1266,0.3354,0.6603,0.5949,0.0063,0.038,0.2658,0.9937,0.7123,0.6361,0.0,0.1203,0.3354,0.1025,,,,,0.0,none,505363bff9711bd136c4d5994669cf48013bb7470d5e353383e1e774053a07c8,618579cb13312b3d9cd05f65874e85c1873bb0a23640c104feea609dff98f2c7,1.9674,0.0,1.9674,0.0201,0.0,0.0201
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.05}",123,0.7995,0.005,0.0,0.85,0.8456,0.9735,0.2922,0.6237,0.2491,0.5251,0.0431,0.619,0.6312,0.012,0.0482,0.2486,0.6276,0.5563,0.0,0.1062,0.2625,0.6268,0.6125,0.0437,0.1062,0.2562,0.5575,0.5188,0.0187,0.0813,0.1375,0.9906,0.6276,0.5563,0.0,0.1062,0.2625,0.1136,,,,,0.0,none,bf1acb8e1851671de90ab8cc016212f33d101009312889941560f64876b28521,8f90a925018d7a4ac209e465976690f156fe3d6ba6dca90adaef840fa0d05e50,1.6789,0.0,1.6789,0.0184,0.0,0.0184
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.05}",456,0.7995,0.005,0.0,0.905,0.9042,0.9815,0.2279,0.5388,0.2884,0.5567,-0.0605,0.5749,0.5813,0.0,0.0706,0.2416,0.6064,0.5375,0.0,0.0813,0.2562,0.6062,0.6031,0.0312,0.0875,0.25,0.5827,0.575,0.0,0.05,0.15,0.9938,0.6064,0.5375,0.0,0.0813,0.2562,0.0612,,,,,0.0,none,41a15271a597a7c7d29f2eb0da489d76883d4ed093d33e2284fa93f8c619fc71,357876463afa118a01c41dd48b2a812f799e40af06c3f4e2e0b678040afea334,2.0964,0.0,2.0964,0.0173,0.0,0.0173
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.05}",789,0.7995,0.005,0.0,0.845,0.8444,0.9733,0.2653,0.5867,0.2861,0.5619,-0.0208,0.671,0.6188,0.0127,0.1266,0.2938,0.6562,0.5938,0.0,0.1062,0.2812,0.6558,0.6281,0.0125,0.1062,0.2812,0.5872,0.5531,0.0,0.0312,0.1812,1.0,0.6562,0.5938,0.0,0.1062,0.2812,0.0976,,,,,0.0,none,c9a6c1ce122a6834c75ae85c26f61d886eea8899a7b1956a6ee321d5c23df88d,e254f267dd8377503a2a5a89962a4152c2550c82db0867340a7ccc23678059ce,2.2944,0.0,2.2944,0.0228,0.0,0.0228
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.05}",1024,0.7995,0.005,0.0,0.86,0.8576,0.9783,0.2678,0.5756,0.2459,0.5152,0.0219,0.5822,0.575,0.0128,0.0641,0.1779,0.5993,0.55,0.0813,0.0938,0.2,0.5988,0.5906,0.0813,0.0938,0.2,0.5537,0.5344,0.0063,0.0187,0.1125,1.0,0.5993,0.55,0.0813,0.0938,0.2,0.0915,,,,,0.0,none,c048237b1ccf1faeccf588adb08f7024a672e7b7493233251b857282fb9255b9,6ee58895fca2521a0a7d3748a8b3fe3db7c7fd4ab93833afe376488d8b4dfa3d,1.8435,0.0,1.8435,0.0448,0.0,0.0448
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.05}",2024,0.7995,0.005,0.0,0.79,0.7875,0.9534,0.2325,0.5207,0.1962,0.4485,0.0363,0.694,0.6562,0.0,0.1765,0.3914,0.6869,0.6,0.0,0.175,0.3312,0.6866,0.6531,0.0,0.175,0.3312,0.5742,0.5687,0.0063,0.0312,0.1375,0.9938,0.6869,0.6,0.0,0.175,0.3312,0.1223,,,,,0.0,none,0de850af1d9282e3de4e926fc1740dc9cd53d7b08f6a3e39823c4e88760115dd,fac512d02947ed8679af2608222ba0e683e0db4cbd0b5803b965e6b0e560d598,2.0292,0.0,2.0292,0.0446,0.0,0.0446
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.05}",3141,0.7995,0.005,0.0,0.88,0.8701,0.9817,0.2336,0.554,0.2282,0.5101,0.0054,0.7022,0.625,0.012,0.2289,0.3017,0.6463,0.5875,0.0,0.0938,0.25,0.6468,0.6125,0.0187,0.0938,0.2562,0.5987,0.5656,0.0312,0.0563,0.175,1.0,0.6463,0.5875,0.0,0.0938,0.25,0.0848,,,,,0.0,none,db086e71aa3f38caeed9d2edc7efa42a7881e196e0a74072ee86a1e91f1f4e51,5e221caaf9e2919a7b216728f7af0480c90cb66c3e1eefcb06615454dfbd5e35,2.2136,0.0,2.2136,0.0465,0.0,0.0465
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.05}",5000,0.7995,0.005,0.0,0.865,0.8659,0.9762,0.2777,0.5986,0.2414,0.5264,0.0363,0.6613,0.6188,0.0132,0.1053,0.3164,0.6665,0.625,0.0437,0.1,0.2563,0.666,0.6188,0.0563,0.1,0.2562,0.5659,0.4969,0.0063,0.0563,0.1438,0.9938,0.6665,0.625,0.0437,0.1,0.2563,0.0871,,,,,0.0,none,dd5adac4e963f6f951534bee2bbbdd9da6bb8af2c27b09acf9a1b555fc9c8c08,b9d3496689b76aff1a0c7466b651470dbda8a2fda1ec7347374d9d16a331e62f,1.8865,0.0,1.8865,0.0102,0.0,0.0102
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.05}",7777,0.7995,0.005,0.0,0.78,0.7774,0.9629,0.372,0.6879,0.2553,0.5105,0.1166,0.6567,0.6562,0.0,0.0698,0.3397,0.6547,0.5938,0.0,0.0938,0.3187,0.6557,0.6281,0.0,0.1,0.3188,0.6219,0.5687,0.0312,0.0813,0.1875,0.9969,0.6547,0.5938,0.0,0.0938,0.3187,0.1385,,,,,0.0,none,3502d937843cbadd91ebef1d0115c8a0a70929a4639f642a0a7cc32f445a0e37,a5e2a7ad56302c3c7c27306edaaf21fb95d37f46503821ad5e53b1775317c9d6,2.0407,0.0,2.0407,0.042,0.0,0.042
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.05}",9999,0.7995,0.005,0.0,0.84,0.8375,0.982,0.257,0.5668,0.2801,0.5718,-0.0231,0.6619,0.5769,0.0,0.0704,0.2941,0.6243,0.5705,0.0,0.0577,0.2436,0.6234,0.6122,0.0,0.0641,0.2372,0.5475,0.5192,0.0128,0.0321,0.109,1.0,0.6243,0.5705,0.0,0.0577,0.2436,0.1094,,,,,0.0,none,8f72093cf8f1d4e53add77e470b70eefc4090e457a14ca96cd4b94a0d950d7c1,b0fe5d4f82a32339684dace2a73f20a118bd6a0f87795d28387f9b55ed113d7f,2.0195,0.0,2.0195,0.0683,0.0,0.0683
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.1}",42,0.7995,0.005,0.0,0.815,0.8143,0.9597,0.2405,0.5792,0.1741,0.4041,0.0664,0.72,0.6392,0.0256,0.1538,0.4183,0.7094,0.6456,0.0,0.1582,0.3291,0.7094,0.6203,0.0127,0.1709,0.3354,0.6328,0.5918,0.0127,0.0886,0.2342,0.9968,0.7094,0.6456,0.0,0.1582,0.3291,0.0959,,,,,0.0,none,fac3a8282c7e088ca034c49fd5d0c53f214b11829a412fb56ff4e99dee8cce10,12ec024912ba5571917a35c5646f694ff643527542e869dcaac53c248968e7ec,1.9818,0.0,1.9818,0.0244,0.0,0.0244
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.1}",123,0.7995,0.005,0.0,0.82,0.8174,0.9722,0.2922,0.6199,0.2524,0.5247,0.0398,0.6231,0.6438,0.0241,0.0241,0.2746,0.6355,0.5625,0.0375,0.0875,0.275,0.6348,0.6312,0.0375,0.0875,0.275,0.5665,0.5125,0.0063,0.0938,0.1438,0.9938,0.6355,0.5625,0.0375,0.0875,0.275,0.1155,,,,,0.0,none,2c102b40428ca00c40abcff7ed1bcc816f26108e4021ec9fff0314c2f45d270f,1a88c071c6fc72a2bba83cab7f861e2afdd36daa14217339837ee155263ea230,1.7051,0.0,1.7051,0.0182,0.0,0.0182
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.1}",456,0.7995,0.005,0.0,0.905,0.9046,0.9792,0.2278,0.5383,0.2912,0.5584,-0.0634,0.5831,0.6062,0.0118,0.0824,0.2478,0.6227,0.5563,0.0,0.0875,0.2688,0.6225,0.6188,0.0312,0.0875,0.275,0.5896,0.575,0.0,0.0437,0.15,0.9969,0.6227,0.5563,0.0,0.0875,0.2688,0.0643,,,,,0.0,none,3d2806d11335caab1a11c2cc1b0112c0410c79f13f40a98f9b275aec66705c4b,46b46581b106cdd2f1ee8bdf3c26cc940d3da60194e7ffba43654d6148ce8e56,2.0869,0.0,2.0869,0.019,0.0,0.019
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.1}",789,0.7995,0.005,0.0,0.82,0.8194,0.9714,0.263,0.58,0.2839,0.5521,-0.0209,0.6764,0.6125,0.0127,0.1519,0.3296,0.6635,0.5938,0.0,0.125,0.3188,0.663,0.6438,0.0125,0.125,0.3187,0.6173,0.5625,0.0,0.075,0.2,0.9969,0.6635,0.5938,0.0,0.125,0.3188,0.1109,,,,,0.0,none,79a5d53e4528b3f6f7bdd0f4afba5d2ccf86005a8bce58766b4376ba40c17adc,56f2ddd0e3831c02eb221fc55007a59f4231382f937ce626aeb31f3292e43f53,2.3114,0.0,2.3114,0.0244,0.0,0.0244
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.1}",1024,0.7995,0.005,0.0,0.855,0.8536,0.9799,0.2697,0.5764,0.2417,0.5107,0.028,0.5726,0.5687,0.0128,0.0641,0.1817,0.61,0.5687,0.0437,0.0938,0.2063,0.6097,0.5875,0.0437,0.0938,0.2063,0.5685,0.5406,0.0,0.0187,0.125,1.0,0.61,0.5687,0.0437,0.0938,0.2063,0.0931,,,,,0.0,none,d80ae71de0be953e96e820224e34ef54c1a4a3b16b015b9596469c89213968c7,f00d8f4705f9d5b7cedf3fe588c4342bd8e3aad88fe8714796195c1e00b51de6,1.8586,0.0,1.8586,0.0433,0.0,0.0433
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.1}",2024,0.7995,0.005,0.0,0.785,0.7823,0.9497,0.2349,0.5226,0.1917,0.4395,0.0432,0.7006,0.6813,0.0,0.1765,0.4314,0.7037,0.625,0.0,0.175,0.3563,0.7038,0.675,0.0,0.175,0.3688,0.6203,0.5906,0.0,0.0312,0.2187,0.9969,0.7037,0.625,0.0,0.175,0.3563,0.1281,,,,,0.0,none,6a3388bc8a00825c1eb8cb5d50570c88219bb02fa0cd9455f29c043e4cac0192,86dbbf8f06c9c922d4c5b4ed0946eecc27c1cf2d5e0944e4127f1dc964a7f87a,2.049,0.0,2.049,0.0427,0.0,0.0427
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.1}",3141,0.7995,0.005,0.0,0.885,0.8771,0.981,0.2331,0.5496,0.229,0.5126,0.0042,0.7299,0.6625,0.0361,0.2651,0.3546,0.6706,0.6125,0.0,0.125,0.2812,0.67,0.6094,0.0312,0.125,0.2812,0.584,0.5563,0.0437,0.0688,0.1688,1.0,0.6706,0.6125,0.0,0.125,0.2812,0.0845,,,,,0.0,none,ba41f85dd6ed1b31ba6709cd2837c542e2e27b7eda6a5b52f0c011171121a052,253cad818c15eb326cbf2d723982cc1e0bbd57e224fd0d691636c9ae639e9826,2.25,0.0,2.25,0.0542,0.0,0.0542
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.1}",5000,0.7995,0.005,0.0,0.87,0.8711,0.9735,0.2793,0.5949,0.2384,0.5232,0.0408,0.6763,0.6188,0.0395,0.1053,0.3521,0.6713,0.625,0.0,0.125,0.2812,0.671,0.6188,0.0312,0.125,0.2812,0.5768,0.5031,0.0,0.075,0.1687,0.9906,0.6713,0.625,0.0,0.125,0.2812,0.0877,,,,,0.0,none,10e3dfc9ed9fe633451e27bdb8244a7af2bcb181d73a85084a44331c6a854235,f2bcbe0ba2f64919c387275f3efe9efe5151b3db7fe1f0a553035562fbf84d4c,1.9481,0.0,1.9481,0.0122,0.0,0.0122
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.1}",7777,0.7995,0.005,0.0,0.81,0.8079,0.9629,0.3688,0.6753,0.2506,0.5116,0.1182,0.6537,0.6438,0.0,0.0814,0.3127,0.6651,0.6,0.0,0.1125,0.3188,0.6646,0.6375,0.0,0.1125,0.3125,0.6181,0.5594,0.025,0.0625,0.1937,1.0,0.6651,0.6,0.0,0.1125,0.3188,0.1099,,,,,0.0,none,8c696c3d96d3ef8a89edceca05e65378de710023f95304b5601b17a356486c53,0907728f016877ff55c8bae972fc65a4e2f2df5bbfc1faf35d2522a64b8e1258,2.0621,0.0,2.0621,0.04,0.0,0.04
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.1}",9999,0.7995,0.005,0.0,0.855,0.8532,0.9775,0.2628,0.5688,0.2715,0.5707,-0.0088,0.6403,0.5641,0.0,0.1127,0.2404,0.6148,0.5577,0.0,0.0385,0.2308,0.6147,0.6122,0.0,0.0513,0.2308,0.5529,0.5,0.0,0.0513,0.1154,1.0,0.6148,0.5577,0.0,0.0385,0.2308,0.1015,,,,,0.0,none,9183284d789128b6023e02d7044142e19e0fbf36c0d2f38d2c98b05d425c68fa,8729bee9e7c3841a792df271d8ff18106c5c06c071bb8cd72cd525b7aaf41744,2.0276,0.0,2.0276,0.0657,0.0,0.0657
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",42,0.7995,0.005,0.0,0.81,0.8091,0.9524,0.2283,0.543,0.161,0.39,0.0673,0.7579,0.6582,0.0641,0.141,0.4696,0.736,0.6709,0.019,0.1456,0.3671,0.7361,0.6614,0.019,0.1456,0.3671,0.6682,0.6329,0.0063,0.0696,0.2658,1.0,0.736,0.6709,0.019,0.1456,0.3671,0.1159,,,,,0.0,none,2922bb8f1abc8b77ab48faaa5c65b55fda135fc7ed2fa6321b59d1ba53e56ea2,0c015642166a76be9279e55cef15fd366522f9076f1806545470af6d47ee57cb,2.0394,0.0,2.0394,0.0225,0.0,0.0225
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",123,0.7995,0.005,0.0,0.82,0.819,0.9677,0.2943,0.6207,0.2541,0.5245,0.0402,0.6191,0.6375,0.0241,0.0361,0.2765,0.6282,0.5813,0.025,0.0688,0.2625,0.6271,0.6125,0.0312,0.075,0.2688,0.5553,0.5062,0.025,0.0688,0.15,0.9969,0.6282,0.5813,0.025,0.0688,0.2625,0.1296,,,,,0.0,none,e51790ff5e384d9eae0a24f067e41d12dcc3fda254bc1503fb95b80ef14dc3bc,574f802b1ba940bdd20c06b880aa416b5e5d7660f1326cf0ad23f98d9720bbef,1.732,0.0,1.732,0.024,0.0,0.024
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",456,0.7995,0.005,0.0,0.875,0.8729,0.9784,0.2396,0.5534,0.2898,0.5554,-0.0502,0.6119,0.6125,0.0118,0.0353,0.2612,0.6325,0.5813,0.0,0.05,0.2562,0.632,0.6219,0.0125,0.0563,0.25,0.6149,0.5781,0.0187,0.075,0.1562,1.0,0.6325,0.5813,0.0,0.05,0.2562,0.068,,,,,0.0,none,16e9426489b66e1b312fc1eb71c26cab66a35330b638faea2f4ea626044d27dd,7845f0696a19ae1343f9bc8421c68ca964f435ede9db14f618ad702710698870,2.1609,0.0,2.1609,0.025,0.0,0.025
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",789,0.7995,0.005,0.0,0.785,0.7848,0.9673,0.2619,0.5768,0.2843,0.5512,-0.0224,0.7019,0.6562,0.038,0.1772,0.3536,0.69,0.6062,0.0,0.1125,0.3375,0.689,0.6531,0.0125,0.1125,0.3313,0.6635,0.6,0.0125,0.0813,0.2688,1.0,0.69,0.6062,0.0,0.1125,0.3375,0.1228,,,,,0.0,none,70473e27904380203040f6360b0721c648ba0315ebcc5977582c07eafbdfd5ef,8bb7497bf73aabd28ef2357abca5431b0fa572fe0fa36e328acf7264ad18162f,2.3435,0.0,2.3435,0.0287,0.0,0.0287
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",1024,0.7995,0.005,0.0,0.84,0.8394,0.9694,0.2652,0.5698,0.2269,0.4839,0.0383,0.6261,0.5938,0.0128,0.0897,0.2439,0.6545,0.5938,0.0375,0.125,0.2563,0.6543,0.6125,0.0375,0.1187,0.2562,0.6062,0.5531,0.0,0.0312,0.2,1.0,0.6545,0.5938,0.0375,0.125,0.2563,0.1061,,,,,0.0,none,189a23d72973f7a7863d1d6159b67ed6a8a30a475845f8820cdeb8cd8a533404,030df002b9e4f84175c58c86b12eaa1bc6b299024faa812e86e44bf7a5650fca,1.9061,0.0,1.9061,0.0431,0.0,0.0431
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",2024,0.7995,0.005,0.0,0.785,0.7825,0.9459,0.2324,0.5126,0.1963,0.4497,0.0362,0.7158,0.6937,0.0235,0.1765,0.4,0.7036,0.6219,0.0,0.175,0.3375,0.7034,0.6625,0.0,0.175,0.3375,0.6004,0.5719,0.0,0.0437,0.1687,0.9969,0.7036,0.6219,0.0,0.175,0.3375,0.1376,,,,,0.0,none,0d0955c726f76c45c6b92df909da92404e4a6ea8617a10a1eff2838ed4efa027,d8a975882b7ba66ce617331b6595be99645bee0602e336103361b71dcacbaced,2.0773,0.0,2.0773,0.0511,0.0,0.0511
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",3141,0.7995,0.005,0.0,0.85,0.8412,0.9732,0.2418,0.5811,0.2381,0.521,0.0036,0.7279,0.675,0.0241,0.0964,0.3611,0.6811,0.6062,0.0,0.1125,0.3125,0.6798,0.6406,0.0187,0.1187,0.3125,0.5975,0.5719,0.025,0.0437,0.2062,1.0,0.6811,0.6062,0.0,0.1125,0.3125,0.0928,,,,,0.0,none,48b973e3912aecd83aa43f202c24fefcf1166fc7074543de3275131857c1085a,25f5d6d1f94d6149df2037b90d85ba4e9f12357fb4af3e97430a4957ed48ff62,2.2769,0.0,2.2769,0.0443,0.0,0.0443
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",5000,0.7995,0.005,0.0,0.87,0.8722,0.9745,0.2719,0.5825,0.2367,0.5174,0.0352,0.6791,0.625,0.0,0.1316,0.3615,0.6836,0.6344,0.0,0.1562,0.3,0.6823,0.6156,0.0125,0.15,0.3,0.5534,0.4781,0.0,0.0312,0.1312,0.9906,0.6836,0.6344,0.0,0.1562,0.3,0.0911,,,,,0.0,none,a7ea6d27d423aa25bcbfa73c88a7a9d6bf17243fe872ed8d83c00f31b1a69dd1,7a74a669d35135ea260b3a62f6a809be581e32b644035a2cbfb73d6848caa605,1.9956,0.0,1.9956,0.0218,0.0,0.0218
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",7777,0.7995,0.005,0.0,0.785,0.7811,0.959,0.3557,0.6498,0.2569,0.5081,0.0988,0.6705,0.65,0.0,0.1047,0.3127,0.6703,0.5875,0.0,0.0563,0.2937,0.6705,0.6281,0.0,0.0625,0.2937,0.6252,0.575,0.0187,0.0437,0.1812,1.0,0.6703,0.5875,0.0,0.0563,0.2937,0.1346,,,,,0.0,none,dcc244e0bae1b1310e56c8737dd6f1b9bd5d1a185547cdb0655de7b0892add55,4407c65b1bb1d954abc0a7d1cfda49332eec66133811319b9f29da48783ba1c4,2.1145,0.0,2.1145,0.0395,0.0,0.0395
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.2}",9999,0.7995,0.005,0.0,0.83,0.8295,0.9767,0.2606,0.5668,0.2495,0.5356,0.0111,0.648,0.5513,0.0,0.0986,0.2505,0.6206,0.5705,0.0,0.0641,0.2179,0.6205,0.6058,0.0064,0.0641,0.2179,0.5228,0.4776,0.0,0.0192,0.109,1.0,0.6206,0.5705,0.0,0.0641,0.2179,0.1189,,,,,0.0,none,459b15e347335475bfe30ca45282a2532334ce75f193bdee4fd730441c370acb,ebf741a87493e0ef99607c735dde52a2700fd630c996a39f4c6a696242e4d43e,2.0615,0.0,2.0615,0.0601,0.0,0.0601
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.3}",42,0.7995,0.005,0.0,0.765,0.7643,0.9441,0.2286,0.5368,0.1631,0.3916,0.0655,0.7631,0.6646,0.0641,0.141,0.4696,0.7492,0.6899,0.0633,0.1139,0.4114,0.7492,0.6551,0.0633,0.1139,0.4114,0.6486,0.5918,0.038,0.0949,0.2468,1.0,0.7492,0.6899,0.0633,0.1139,0.4114,0.1451,,,,,0.0,none,f412131d81bc1ee7da2b4a0b7e06e17d1a526d8fe5274448744da25210c50a11,b714663ada3d858db4335b455cd2b79120a7a8de242b2b685fe9d7d3577b00a2,2.0815,0.0,2.0815,0.0212,0.0,0.0212
synthetic_high_sparse,GCN,edge_sparsification,"{""rate"": 0.3}",123,0.7995,0.005,0.0,0.81,0.8075,0.9622,0.2955,0.6257,0.2414,0.5043,0.0541,0.6511,0.6438,0.0,0.0843,0.2644,0.649,0.575,0.0,0.0875,0.275,0.6484,0.6156,0.0125,0.0875,0.275,0.5638,0.5156,0.0187,0.0688,0.1875,0.9969,0.649,0.575,0.0,0.0875,0.275,0.1319,,,,,0.0,none,d25ae4a1f160e6f29cd554c5e4b290e2a76bd6c4c21c8ea08b4a74b590600710,383dfef3853052618236d667274ff24258d3f0f809902f807b7410c86a2b1625,1.8029,0.0,1.8029,0.0236,0.0,0.0236
