center_std,noise_std,homophily,density,seed,gcn_acc,gcn_f1,mlp_acc,mlp_f1,struct_acc,struct_f1,feat_cv_score,realized_homophily,realized_density
1.0,2.0,high,medium,42,0.99,0.991127450980392,0.89,0.8807812218292768,0.215,0.07078189300411522,0.9300115961545655,0.7994987368583679,0.015
1.0,2.0,high,medium,43,0.985,0.9854661654135338,0.88,0.8786474875165515,0.165,0.05665236051502146,0.93998054838589,0.7994987368583679,0.015
1.0,2.0,high,medium,44,0.985,0.9848151669408232,0.895,0.890736886952757,0.185,0.06244725738396625,0.9400366588112071,0.7994987368583679,0.015
1.0,2.0,high,dense,42,1.0,1.0,0.875,0.8685388938183969,0.24,0.07741935483870968,0.9300115961545655,0.7998120188713074,0.04
1.0,2.0,high,dense,43,1.0,1.0,0.91,0.9095885481765149,0.195,0.06527196652719666,0.93998054838589,0.7998120188713074,0.04
1.0,2.0,high,dense,44,1.0,1.0,0.88,0.8803886794359492,0.195,0.06527196652719666,0.9400366588112071,0.7998120188713074,0.04
1.5,1.0,low,sparse,42,0.73,0.728380838264011,1.0,1.0,0.2,0.06666666666666667,1.0,0.2982456088066101,0.005
1.5,1.0,low,sparse,43,0.735,0.7367351797025515,1.0,1.0,0.165,0.05665236051502146,1.0,0.2982456088066101,0.005
1.5,1.0,low,sparse,44,0.695,0.6824577583929986,1.0,1.0,0.195,0.06527196652719666,1.0,0.2982456088066101,0.005
1.5,1.0,low,medium,42,0.8,0.7987344961489989,1.0,1.0,0.19,0.06386554621848739,1.0,0.29991644620895386,0.015
1.5,1.0,low,medium,43,0.795,0.7958833693900246,1.0,1.0,0.15,0.05217391304347826,1.0,0.29991644620895386,0.015
1.5,1.0,low,medium,44,0.825,0.8248717621972459,1.0,1.0,0.205,0.06804979253112034,1.0,0.29991644620895386,0.015
1.5,1.0,low,dense,42,0.775,0.778211662899231,1.0,1.0,0.2,0.06666666666666667,1.0,0.2998120188713074,0.04
1.5,1.0,low,dense,43,0.83,0.8303995749331967,1.0,1.0,0.205,0.06804979253112034,1.0,0.2998120188713074,0.04
